gene	ko_id	uniprot_chig_id	logFC_half_vs_PDA	adjP_half_vs_PDA	logFC_onetenth_vs_PDA	adjP_onetenth_vs_PDA	logFC_onetenth_vs_half	adjP_onetenth_vs_half	sig_half_vs_PDA	sig_onetenth_vs_PDA	sig_onetenth_vs_half
gene_4273	K06133	tr|A0A1B7Y9K5|A0A1B7Y9K5_COLHI	0.0724	0.8939	0.0307	0.9316	-0.0417	0.9097	False	False	False
gene_8547	K15104	tr|H1VXH8|H1VXH8_COLHI	0.6663	0.1041	-0.0858	0.7941	-0.7522	0.0189	False	False	False
gene_4311	K11654	tr|A0A1B7Y726|A0A1B7Y726_COLHI	0.2015	0.5503	-0.1239	0.6114	-0.3254	0.1629	False	False	False
gene_7871	K00698	tr|A0A1B7YAD6|A0A1B7YAD6_COLHI	0.8786	0.1194	0.4099	0.3941	-0.4687	0.3192	False	False	False
gene_489	K03066	tr|H1VD52|H1VD52_COLHI	0.0702	0.8556	0.4051	0.0946	0.3349	0.1605	False	False	False
gene_8514		tr|H1VZP0|H1VZP0_COLHI	0.1833	0.8514	-1.7248	0.0113	-1.9081	0.0062	False	True	True
gene_9705	K09043	tr|A0A1B7XZ85|A0A1B7XZ85_COLHI	0.5146	0.2822	0.6413	0.0718	0.1267	0.7338	False	False	False
gene_10535	K01939	tr|A0A1B7YL49|A0A1B7YL49_COLHI	0.3836	0.2953	0.3986	0.1371	0.015	0.9622	False	False	False
gene_2566	K12854	tr|A0A1B7YUE3|A0A1B7YUE3_COLHI	0.0518	0.8882	0.3608	0.1131	0.309	0.168	False	False	False
gene_5766	K15528	tr|A0A1B7YEL1|A0A1B7YEL1_COLHI	0.0249	0.9537	-0.3037	0.2424	-0.3286	0.1985	False	False	False
gene_5492	K00600	tr|H1V2W0|H1V2W0_COLHI	0.1472	0.6168	-0.333	0.105	-0.4801	0.0262	False	False	False
gene_12351	K01870	tr|A0A1B7YD37|A0A1B7YD37_COLHI	-0.0628	0.9122	0.0509	0.8952	0.1137	0.7513	False	False	False
gene_9647	K02139	tr|A0A1B7YKU3|A0A1B7YKU3_COLHI	0.0854	0.9403	2.3192	0.0043	2.2338	0.0043	False	True	True
gene_9337	K07204	tr|A0A1B7Y9J2|A0A1B7Y9J2_COLHI	0.1978	0.5641	0.4444	0.0669	0.2466	0.2971	False	False	False
gene_12685	K01697	tr|A0A1B7YRS8|A0A1B7YRS8_COLHI	0.0104	0.9884	-0.1894	0.6658	-0.1999	0.6442	False	False	False
gene_4577	K15102	tr|A0A1B7XY72|A0A1B7XY72_COLHI	0.4532	0.5122	1.2683	0.0162	0.8151	0.0953	False	True	False
gene_11810	K01052	tr|A0A1B7Y9D5|A0A1B7Y9D5_COLHI	-0.362	0.8442	1.8642	0.1122	2.2262	0.061	False	False	False
gene_370	K01756	tr|A0A1B7YCG2|A0A1B7YCG2_COLHI	-0.167	0.5898	-0.201	0.3542	-0.034	0.8879	False	False	False
gene_12901	K12818	tr|A0A1B7XRW5|A0A1B7XRW5_COLHI	1.0403	0.0607					False	False	False
gene_10094	K00697	tr|H1V4H3|H1V4H3_COLHI	0.1244	0.6788	-0.1448	0.4949	-0.2692	0.1864	False	False	False
gene_4189		tr|A0A1B7XYG8|A0A1B7XYG8_COLHI	0.145	0.7813	-0.4001	0.2434	-0.5451	0.111	False	False	False
gene_3496	K00511	tr|H1UYH2|H1UYH2_COLHI							False	False	False
gene_9266	K00311	tr|A0A1B7XSW1|A0A1B7XSW1_COLHI	-0.4462	0.4816	1.3695	0.0077	1.8157	0.0014	False	True	True
gene_11277	K21631	tr|H1VEC5|H1VEC5_COLHI							False	False	False
gene_12834	K20306	tr|A0A1B7YFX9|A0A1B7YFX9_COLHI	-0.2344	0.5367	-0.7054	0.0152	-0.471	0.0807	False	False	False
gene_12639	K08869	tr|H1VVZ4|H1VVZ4_COLHI	0.2496	0.771					False	False	False
gene_1461	K00507	tr|H1V5P4|H1V5P4_COLHI	-0.3489	0.7732	-2.4971	0.0095	-2.1482	0.0192	False	True	True
gene_12234	K00624	tr|A0A1B7Y1M9|A0A1B7Y1M9_COLHI	1.0937	0.2365	-0.3801	0.5895	-1.4738	0.038	False	False	True
gene_2606	K06116	tr|A0A1B7XZ86|A0A1B7XZ86_COLHI	-0.8441	0.1984	-0.8133	0.0964	0.0308	0.9595	False	False	False
gene_5677	K20178	tr|A0A1B7YDD8|A0A1B7YDD8_COLHI	0.0459	0.9675					False	False	False
gene_8576	K01560	tr|A0A1B7Y6U9|A0A1B7Y6U9_COLHI	0.3791	0.5198	0.1646	0.7071	-0.2145	0.6138	False	False	False
gene_11255	K14455	tr|A0A1B7YAL4|A0A1B7YAL4_COLHI	0.1968	0.6612	-0.135	0.675	-0.3317	0.2745	False	False	False
gene_4019	K18696	tr|H1VTY8|H1VTY8_COLHI	0.823	0.2671	-1.093	0.0644	-1.916	0.0049	False	False	True
gene_996	K07023	tr|H1V347|H1V347_COLHI	-0.2874	0.6645	0.4052	0.3789	0.6926	0.1269	False	False	False
gene_1190	K18532	tr|H1UYX7|H1UYX7_COLHI	-0.6428	0.3758	0.4632	0.3825	1.106	0.041	False	False	True
gene_11200	K03781	tr|A0A1B7XS69|A0A1B7XS69_COLHI	0.8031	0.3563	-2.1749	0.0043	-2.9781	0.0006	False	True	True
gene_12934	K06127	tr|H1UXE5|H1UXE5_COLHI	1.759	0.1103					False	False	False
gene_6121	K00615	tr|A0A1B7Y598|A0A1B7Y598_COLHI	0.1219	0.6892	-0.5227	0.0197	-0.6446	0.0065	False	False	False
gene_3213		tr|A0A1B7YTB0|A0A1B7YTB0_COLHI	-0.8971	0.3287	1.305	0.0674	2.2021	0.0038	False	False	True
gene_9237	K10807	tr|H1VBG2|H1VBG2_COLHI	1.1405	0.2631	1.2	0.1127	0.0595	0.9488	False	False	False
gene_8921	K03938	tr|H1W315|H1W315_COLHI	-0.7301	0.066	0.8862	0.0066	1.6163	0.0002	False	False	True
gene_385	K09880	tr|H1VAV4|H1VAV4_COLHI	-0.2501	0.6504	-1.1526	0.0077	-0.9025	0.0247	False	True	False
gene_1810	K00232	tr|A0A1B7XXS9|A0A1B7XXS9_COLHI	-0.0746	0.9114	0.2244	0.6384	0.2991	0.522	False	False	False
gene_8303	K03064	tr|A0A1B7YTT3|A0A1B7YTT3_COLHI	0.0547	0.8706	-0.0033	0.9865	-0.058	0.7974	False	False	False
gene_11634	K15628	tr|H1VZ23|H1VZ23_COLHI	-0.6602	0.2492	1.318	0.0071	1.9782	0.0007	False	True	True
gene_1870		tr|H1V5S1|H1V5S1_COLHI	-0.2019	0.5898	0.1407	0.5989	0.3427	0.1818	False	False	False
gene_4435	K00451	tr|A0A1B7YSY2|A0A1B7YSY2_COLHI	-0.2507	0.7351	-1.4083	0.011	-1.1576	0.0277	False	True	True
gene_3749	K12669	tr|H1VAH4|H1VAH4_COLHI	0.1285	0.8233	0.2922	0.4468	0.1637	0.6772	False	False	False
gene_742	K00764	tr|H1VD45|H1VD45_COLHI	0.1435	0.7141	-0.4206	0.1145	-0.564	0.04	False	False	False
gene_7669	K02875	tr|H1V2L7|H1V2L7_COLHI	-0.4143	0.3948	-0.0454	0.911	0.3689	0.2855	False	False	False
gene_3469	K00965	tr|A0A1B7XSG2|A0A1B7XSG2_COLHI	-0.9254	0.2273	-0.4719	0.4147	0.4535	0.4264	False	False	False
gene_7744	K14558	tr|H1V2Q4|H1V2Q4_COLHI	0.4816	0.6631					False	False	False
gene_5545	K00931	tr|A0A1B7YPX6|A0A1B7YPX6_COLHI							False	False	False
gene_11614	K00921	tr|A0A1B7YEB0|A0A1B7YEB0_COLHI	-0.3222	0.7938					False	False	False
gene_2601	K04078	tr|H1UZT2|H1UZT2_COLHI	0.2866	0.5606	-0.3782	0.2724	-0.6648	0.0578	False	False	False
gene_4217	K13338	tr|H1V7F3|H1V7F3_COLHI	-0.0061	0.9884	0.4601	0.064	0.4662	0.0604	False	False	False
gene_11289	K17103	tr|A0A1B7YV93|A0A1B7YV93_COLHI	0.2177	0.6727	0.236	0.5146	0.0183	0.9633	False	False	False
gene_6744	K01868	tr|H1VI40|H1VI40_COLHI	-0.1497	0.6249	0.1702	0.4345	0.3199	0.1312	False	False	False
gene_4354	K19788	tr|A0A1B7XYA6|A0A1B7XYA6_COLHI	0.0354	0.9284	0.0195	0.9355	-0.0159	0.9529	False	False	False
gene_10551	K13953	tr|H1V5B0|H1V5B0_COLHI	0.411	0.4942	-0.8377	0.0559	-1.2487	0.0089	False	False	True
gene_853	K12659	tr|A0A1B7Y8P0|A0A1B7Y8P0_COLHI	0.3333	0.3668	-0.0368	0.9047	-0.3701	0.1625	False	False	False
gene_3092	K00036	tr|A0A1B7YTM6|A0A1B7YTM6_COLHI	-0.2346	0.5367	-0.7916	0.0086	-0.557	0.0425	False	False	False
gene_11906	K01908	tr|H1W5B7|H1W5B7_COLHI	-1.7825	0.3404					False	False	False
gene_9875	K00626	tr|H1VLQ6|H1VLQ6_COLHI	0.0057	0.9836	-0.387	0.0384	-0.3927	0.0364	False	False	False
gene_7612	K18914	tr|H1VHK3|H1VHK3_COLHI	0.2821	0.3497	0.0419	0.8657	-0.2402	0.2629	False	False	False
gene_434	K00626	tr|A0A1B7YKE6|A0A1B7YKE6_COLHI	-0.3373	0.3551	-0.5796	0.0356	-0.2423	0.3589	False	False	False
gene_6295	K08267	tr|A0A1B7YMV0|A0A1B7YMV0_COLHI	-0.9866	0.0251	-1.1774	0.0018	-0.1908	0.5082	False	True	False
gene_12543	K01251	tr|H1VPW1|H1VPW1_COLHI	-0.1968	0.6705	-1.0029	0.0065	-0.8061	0.0182	False	True	False
gene_5561	K11786	tr|H1V1I7|H1V1I7_COLHI	0.1908	0.6477	0.2018	0.495	0.011	0.9742	False	False	False
gene_11959		tr|A0A1B7XYB4|A0A1B7XYB4_COLHI	-0.3514	0.771	-2.8015	0.0039	-2.4501	0.0066	False	True	True
gene_2524		tr|A0A1B7YE98|A0A1B7YE98_COLHI	-0.5642	0.479	-1.3152	0.0276	-0.751	0.1798	False	True	False
gene_6709	K18097	tr|H1UYJ0|H1UYJ0_COLHI	0.1148	0.7767	-0.577	0.0375	-0.6918	0.0164	False	False	False
gene_12740	K00772	tr|H1VGY0|H1VGY0_COLHI	-0.1067	0.7946	-0.0793	0.7891	0.0274	0.9309	False	False	False
gene_4716	K00133	tr|A0A1B7Y1L2|A0A1B7Y1L2_COLHI	0.1452	0.7877	-0.2652	0.4638	-0.4104	0.2396	False	False	False
gene_467	K16055	tr|A0A1B7YX33|A0A1B7YX33_COLHI	0.1001	0.8418	-0.7908	0.0205	-0.8909	0.0111	False	False	False
gene_11562		tr|A0A1B7XZM7|A0A1B7XZM7_COLHI	-0.0376	0.9385	-0.1042	0.7258	-0.0666	0.8254	False	False	False
gene_6043	K00052	tr|H1VZF1|H1VZF1_COLHI	-0.0872	0.8246	0.0579	0.8406	0.1451	0.5807	False	False	False
gene_240	K22133	tr|A0A1B7Y581|A0A1B7Y581_COLHI	0.4199	0.4297	-0.15	0.7098	-0.5699	0.131	False	False	False
gene_788	K00211	tr|A0A1B7YMJ4|A0A1B7YMJ4_COLHI	-0.5025	0.4161	-1.0467	0.0332	-0.5442	0.2371	False	True	False
gene_2078		tr|A0A1B7Y2U0|A0A1B7Y2U0_COLHI	0.0356	0.9768	-0.7196	0.308	-0.7552	0.2747	False	False	False
gene_10801	K01733	tr|A0A1B7Y2G0|A0A1B7Y2G0_COLHI	-0.0097	0.9808	0.2172	0.4091	0.2269	0.3799	False	False	False
gene_2525	K17450	tr|H1V377|H1V377_COLHI	0.1476	0.7946	0.7618	0.0484	0.6142	0.102	False	False	False
gene_2933	K17437	tr|A0A1B7YH26|A0A1B7YH26_COLHI	-0.231	0.8211	1.7198	0.0224	1.9509	0.0117	False	True	True
gene_4589	K01956	tr|H1UWD4|H1UWD4_COLHI	1.1701	0.0498	4.0969	0.0	2.9267	0.0	True	True	True
gene_1262	K02132	tr|H1VCR5|H1VCR5_COLHI	-0.1321	0.6836	-0.2753	0.2164	-0.1433	0.527	False	False	False
gene_11408	K03965	tr|H1VTV5|H1VTV5_COLHI			3.6098	0.003			False	True	False
gene_6133	K03936	tr|H1VG96|H1VG96_COLHI	-0.3605	0.5414	-0.4715	0.2542	-0.111	0.8051	False	False	False
gene_90	K03457	tr|A0A1B7XT67|A0A1B7XT67_COLHI	0.1671	0.7172	0.6744	0.0371	0.5073	0.1039	False	False	False
gene_4403	K01915	tr|H1V9T4|H1V9T4_COLHI	-0.2191	0.6962	-0.1158	0.7824	0.1032	0.8052	False	False	False
gene_12112	K11352	tr|H1V720|H1V720_COLHI	-0.2919	0.9005	4.3756	0.0082	4.6674	0.0025	False	True	True
gene_3539	K00706	tr|A0A1B7XZM4|A0A1B7XZM4_COLHI	0.4738	0.653	0.8546	0.2381	0.3808	0.609	False	False	False
gene_10234	K00693	tr|H1UWL5|H1UWL5_COLHI	-0.0956	0.8233	-0.6138	0.0344	-0.5182	0.0667	False	False	False
gene_9286	K00967	tr|A0A1B7Y4P5|A0A1B7Y4P5_COLHI	0.007	0.9892	-0.9176	0.0141	-0.9246	0.0131	False	False	False
gene_516	K00700	tr|A0A1B7XUY0|A0A1B7XUY0_COLHI	-0.0221	0.9681	-0.4377	0.183	-0.4157	0.2006	False	False	False
gene_11726	K01866	tr|H1V1C0|H1V1C0_COLHI	1.7044	0.1288	1.579	0.0635	-0.1254	0.8937	False	False	False
gene_12293	K14189	tr|A0A1B7Y4Q2|A0A1B7Y4Q2_COLHI	0.025	0.9768	0.039	0.9403	0.014	0.9793	False	False	False
gene_42	K08052	tr|A0A1B7XVC1|A0A1B7XVC1_COLHI	1.4058	0.0178	2.6939	0.0	1.288	0.003	True	True	True
gene_4557	K11808	tr|H1V8X3|H1V8X3_COLHI	0.5906	0.2134	0.2045	0.5701	-0.3861	0.2641	False	False	False
gene_6725	K00029	tr|A0A1B7YI88|A0A1B7YI88_COLHI	2.6933	0.0132	-0.0779	0.9167	-2.7711	0.0009	True	False	True
gene_2000	K02127	tr|H1VB52|H1VB52_COLHI	-0.1958	0.6655	-0.2979	0.3434	-0.1021	0.7593	False	False	False
gene_7220	K00074	tr|H1UXY2|H1UXY2_COLHI	0.1869	0.6933	0.1754	0.6001	-0.0116	0.9758	False	False	False
gene_5658	K03283	tr|H1UY09|H1UY09_COLHI	0.2582	0.6233	-1.3502	0.003	-1.6084	0.0009	False	True	True
gene_1085	K01705	tr|A0A1B7YIK5|A0A1B7YIK5_COLHI	0.3771	0.4005	-0.0882	0.8045	-0.4653	0.1458	False	False	False
gene_3933	K18592	tr|A0A1B7YCD6|A0A1B7YCD6_COLHI	0.2734	0.7862	-1.0014	0.1553	-1.2748	0.0752	False	False	False
gene_9005	K00559	tr|H1UY36|H1UY36_COLHI	0.4955	0.4596	-0.7607	0.133	-1.2562	0.0209	False	False	True
gene_5633	K01082	tr|H1V5A1|H1V5A1_COLHI	0.0419	0.9106	-0.0581	0.8122	-0.1	0.6617	False	False	False
gene_4721	K04486	tr|A0A1B7YKH3|A0A1B7YKH3_COLHI	0.0426	0.9602	0.1639	0.7716	0.1213	0.8298	False	False	False
gene_9996	K06185	tr|H1V1R9|H1V1R9_COLHI	0.4096	0.2365	-0.1844	0.4849	-0.5941	0.0278	False	False	False
gene_395	K00618	tr|A0A1B7YJZ4|A0A1B7YJZ4_COLHI	0.3302	0.3927	-0.2735	0.3274	-0.6037	0.0363	False	False	False
gene_8144	K00831	tr|H1UW52|H1UW52_COLHI	0.1248	0.8316	0.7518	0.0525	0.627	0.0986	False	False	False
gene_5123	K18624	tr|H1VDH0|H1VDH0_COLHI	-0.0816	0.8656	-0.0449	0.8952	0.0367	0.9121	False	False	False
gene_4882		tr|H1VDM1|H1VDM1_COLHI	-0.3859	0.5948	-0.8497	0.092	-0.4638	0.3521	False	False	False
gene_8849	K00728	tr|A0A1B7Y1K5|A0A1B7Y1K5_COLHI	-0.1104	0.8697	1.2674	0.0076	1.3778	0.0043	False	True	True
gene_7550	K18278	tr|A0A1B7YEG6|A0A1B7YEG6_COLHI	1.1847	0.1548					False	False	False
gene_12998	K01904	tr|H1VU11|H1VU11_COLHI	-1.1211	0.0757					False	False	False
gene_1868		tr|H1UZL7|H1UZL7_COLHI							False	False	False
gene_895	K01835	tr|A0A1B7XYU4|A0A1B7XYU4_COLHI	0.1738	0.6414	-0.7549	0.0093	-0.9287	0.0028	False	False	False
gene_2434	K13237	tr|A0A1B7XZC4|A0A1B7XZC4_COLHI	-0.3475	0.5234	0.9872	0.0171	1.3347	0.0033	False	False	True
gene_10177	K09458	tr|H1V657|H1V657_COLHI	0.8493	0.1761	0.6837	0.1439	-0.1656	0.7377	False	False	False
gene_1800	K00869	tr|H1V9Y7|H1V9Y7_COLHI	-0.1521	0.8406	1.0428	0.0366	1.1949	0.0199	False	True	True
gene_2791	K01937	tr|A0A1B7Y076|A0A1B7Y076_COLHI	-0.3271	0.3168	0.519	0.0359	0.8461	0.0029	False	False	False
gene_3389	K00323	tr|A0A1B7YIU6|A0A1B7YIU6_COLHI	-0.7838	0.3803	1.8098	0.0111	2.5936	0.0014	False	True	True
gene_3298	K22832	tr|A0A1B7XX19|A0A1B7XX19_COLHI	0.1214	0.9236	-1.3753	0.0648	-1.4967	0.047	False	False	True
gene_7993	K03937	tr|H1UWG5|H1UWG5_COLHI	-0.0133	0.9925	0.8598	0.4793	0.8732	0.4604	False	False	False
gene_4370	K01749	tr|H1VUV6|H1VUV6_COLHI	-0.1111	0.7743	0.1082	0.6877	0.2193	0.3902	False	False	False
gene_11350	K11269	tr|A0A1B7YKS8|A0A1B7YKS8_COLHI	0.8152	0.1247	0.9399	0.025	0.1247	0.7679	False	False	False
gene_12199	K13354	tr|A0A1B7YPC0|A0A1B7YPC0_COLHI	-0.8188	0.0793	0.8758	0.0168	1.6947	0.0004	False	False	True
gene_2904		tr|A0A1B7XY39|A0A1B7XY39_COLHI					2.8571	0.0112	False	False	True
gene_4408	K22831	tr|A0A1B7XW22|A0A1B7XW22_COLHI	-0.4857	0.6645	-0.8964	0.2457	-0.4107	0.6033	False	False	False
gene_4909	K13566	tr|H1UWX8|H1UWX8_COLHI	0.3822	0.3946	-0.5085	0.1156	-0.8907	0.0116	False	False	False
gene_5504	K23039	tr|A0A1B7YTD1|A0A1B7YTD1_COLHI	0.139	0.8223	0.9017	0.0312	0.7627	0.0604	False	False	False
gene_3401		tr|H1VUF5|H1VUF5_COLHI	-0.2608	0.5503	-0.2335	0.4519	0.0272	0.9398	False	False	False
gene_8338	K00624	tr|A0A1B7YJN2|A0A1B7YJN2_COLHI	-0.1315	0.7742	0.0989	0.7644	0.2305	0.4458	False	False	False
gene_11836	K01599	tr|A0A1B7YV71|A0A1B7YV71_COLHI	0.2078	0.6044	-0.1521	0.5949	-0.36	0.1899	False	False	False
gene_3929	K00858	tr|H1UVS2|H1UVS2_COLHI	-0.8339	0.105	-0.4058	0.309	0.4281	0.2736	False	False	False
gene_11955	K03955	tr|H1VF70|H1VF70_COLHI	0.6077	0.2192	-0.1123	0.779	-0.7199	0.0544	False	False	False
gene_6518	K01760	tr|H1VTI1|H1VTI1_COLHI	1.2927	0.0344					True	False	False
gene_11588	K18550	tr|A0A1B7Y1E8|A0A1B7Y1E8_COLHI	0.2043	0.8316	-0.19	0.7789	-0.3943	0.5319	False	False	False
gene_9278	K01895	tr|A0A1B7Y2A7|A0A1B7Y2A7_COLHI	0.3611	0.2328	-0.0263	0.9185	-0.3874	0.0867	False	False	False
gene_9209	K00966	tr|H1VBL5|H1VBL5_COLHI	0.1734	0.648	-0.7408	0.0109	-0.9142	0.0033	False	False	False
gene_11328	K00134	tr|H1VRA2|H1VRA2_COLHI	0.5413	0.2377	-0.9872	0.0096	-1.5285	0.0008	False	False	True
gene_6595	K17686	tr|A0A1B7YDZ8|A0A1B7YDZ8_COLHI	0.4847	0.6836					False	False	False
gene_2673	K13955	tr|H1V3A7|H1V3A7_COLHI	-0.5209	0.488	-0.6133	0.2511	-0.0925	0.8779	False	False	False
gene_13023	K00859	tr|H1VGV2|H1VGV2_COLHI	-0.2944	0.5259	-0.2179	0.5139	0.0764	0.8299	False	False	False
gene_8562	K01720	tr|H1UY22|H1UY22_COLHI	-0.1746	0.5648	-0.5045	0.0246	-0.3299	0.1177	False	False	False
gene_3311	K09699	tr|A0A1B7YTI0|A0A1B7YTI0_COLHI	-0.5662	0.3804	-1.0826	0.0272	-0.5164	0.259	False	True	False
gene_4017	K01057	tr|A0A1B7YQ40|A0A1B7YQ40_COLHI	0.6708	0.4297	-1.3027	0.0381	-1.9735	0.0049	False	True	True
gene_7813	K01194	tr|A0A1B7YVL4|A0A1B7YVL4_COLHI	-1.1018	0.479	-2.0999	0.0622	-0.9981	0.365	False	False	False
gene_7078	K00417	tr|H1V4X5|H1V4X5_COLHI	0.7052	0.4324	3.9462	0.0002	3.241	0.0003	False	True	True
gene_12702	K00297	tr|A0A1B7YIU0|A0A1B7YIU0_COLHI	0.1617	0.7711	-0.7427	0.0494	-0.9045	0.0211	False	False	False
gene_622	K00826	tr|H1VX68|H1VX68_COLHI	0.1435	0.739	-0.4343	0.1319	-0.5778	0.0505	False	False	False
gene_8146		tr|A0A1B7Y2M7|A0A1B7Y2M7_COLHI	-0.3601	0.519	0.665	0.0916	1.0251	0.0155	False	False	True
gene_7471	K02147	tr|A0A1B7Y2K3|A0A1B7Y2K3_COLHI	-0.1351	0.648	-0.733	0.0035	-0.598	0.0086	False	False	False
gene_12935		tr|H1V1F1|H1V1F1_COLHI	-0.6451	0.1706	-0.0694	0.8683	0.5757	0.1189	False	False	False
gene_2828	K00326	tr|A0A1B7XYL0|A0A1B7XYL0_COLHI	-0.5297	0.5238	-0.6764	0.247	-0.1467	0.8165	False	False	False
gene_9556	K00794	tr|H1UYM9|H1UYM9_COLHI	0.3013	0.4644	0.138	0.6524	-0.1633	0.587	False	False	False
gene_3869	K06126	tr|H1VB50|H1VB50_COLHI	0.8216	0.384					False	False	False
gene_9328	K01598	tr|H1V107|H1V107_COLHI	-0.3249	0.5879	0.7113	0.0893	1.0362	0.0197	False	False	True
gene_8769	K14262	tr|A0A1B7Y575|A0A1B7Y575_COLHI	0.6056	0.722	1.606	0.2274	1.0004	0.4499	False	False	False
gene_10251		tr|A0A1B7YB35|A0A1B7YB35_COLHI	0.7825	0.6698	0.7726	0.5496	-0.0099	0.9954	False	False	False
gene_11004	K00894	tr|H1VRD8|H1VRD8_COLHI	0.3639	0.4625	-0.6226	0.0807	-0.9865	0.0111	False	False	False
gene_12765	K12398	tr|A0A1B7Y710|A0A1B7Y710_COLHI	0.5205	0.1273	0.8616	0.0046	0.3411	0.1751	False	False	False
gene_10803	K01626	tr|H1VAS2|H1VAS2_COLHI	-0.0393	0.9213	-0.3837	0.0987	-0.3444	0.1336	False	False	False
gene_4517	K16639	tr|H1VWD5|H1VWD5_COLHI	-1.5561	0.1469	-2.7638	0.0043	-1.2077	0.1308	False	True	False
gene_12238		tr|H1V0G2|H1V0G2_COLHI	-0.6145	0.6744	1.0777	0.2851	1.6922	0.0938	False	False	False
gene_7944	K08967	tr|A0A1B7YP92|A0A1B7YP92_COLHI	-0.3745	0.2425	-0.7658	0.0061	-0.3913	0.102	False	False	False
gene_10016	K17497	tr|H1VGM8|H1VGM8_COLHI	0.4364	0.2683	0.8499	0.0093	0.4135	0.1517	False	False	False
gene_1783	K01497	tr|A0A1B7Y503|A0A1B7Y503_COLHI	0.2973	0.816	-0.865	0.3313	-1.1623	0.1839	False	False	False
gene_10353	K22834	tr|H1VLX9|H1VLX9_COLHI	-0.0571	0.9539	-0.8918	0.145	-0.8347	0.1672	False	False	False
gene_11290	K11204	tr|A0A1B7Y6P7|A0A1B7Y6P7_COLHI	-0.0227	0.9664	0.2096	0.519	0.2323	0.4667	False	False	False
gene_1982	K19801	tr|H1V9F4|H1V9F4_COLHI							False	False	False
gene_9149	K01537	tr|A0A1B7Y2T6|A0A1B7Y2T6_COLHI	0.3096	0.5959	0.3029	0.4635	-0.0067	0.9885	False	False	False
gene_867	K23856	tr|A0A1B7YIX6|A0A1B7YIX6_COLHI	0.1754	0.7323	-0.2724	0.4355	-0.4478	0.1852	False	False	False
gene_525	K22278	tr|A0A1B7XYQ9|A0A1B7XYQ9_COLHI	0.0746	0.9777					False	False	False
gene_3875	K03941	tr|H1VU54|H1VU54_COLHI	0.0289	0.9669	1.1188	0.0144	1.0899	0.0159	False	True	True
gene_7169	K20279	tr|A0A1B7YUS0|A0A1B7YUS0_COLHI	-0.5311	0.7229					False	False	False
gene_11428	K00948	tr|H1VBV3|H1VBV3_COLHI					-0.4332	0.587	False	False	False
gene_6968	K01873	tr|H1VTX2|H1VTX2_COLHI	0.2035	0.5361	0.4469	0.0574	0.2434	0.284	False	False	False
gene_2528	K03963	tr|H1VU86|H1VU86_COLHI	-0.605	0.4395	1.104	0.0538	1.709	0.0067	False	False	True
gene_10110	K03360	tr|A0A1B7XWW8|A0A1B7XWW8_COLHI	0.4945	0.7403	0.1739	0.8952	-0.3206	0.7976	False	False	False
gene_2662	K00787	tr|H1V3C8|H1V3C8_COLHI	0.2475	0.5461	-0.9373	0.0054	-1.1848	0.0012	False	False	True
gene_10093		tr|H1VSJ7|H1VSJ7_COLHI	-0.4174	0.696	0.7079	0.3372	1.1253	0.1226	False	False	False
gene_11861	K01556	tr|H1VHT7|H1VHT7_COLHI	-0.2214	0.696	-1.0241	0.0153	-0.8027	0.0443	False	True	False
gene_9798	K16938	tr|A0A1B7Y3Z7|A0A1B7Y3Z7_COLHI	1.0518	0.0872	1.3062	0.0093	0.2545	0.5781	False	True	False
gene_9101	K11415	tr|A0A1B7XSY9|A0A1B7XSY9_COLHI	-0.5155	0.6576	-1.5209	0.1039	-1.0053	0.2712	False	False	False
gene_304	K15192	tr|A0A1B7YQ75|A0A1B7YQ75_COLHI	0.3955	0.6063	1.5396	0.0139	1.1441	0.05	False	True	True
gene_10178	K18083	tr|H1W572|H1W572_COLHI	0.0105	0.9886	1.312	0.0087	1.3015	0.0084	False	True	True
gene_9796	K00228	tr|A0A1B7XUX5|A0A1B7XUX5_COLHI	0.2113	0.5503	-0.9072	0.0031	-1.1184	0.0008	False	False	True
gene_637		tr|A0A1B7XX84|A0A1B7XX84_COLHI	0.0668	0.9403					False	False	False
gene_2140	K00344	tr|A0A1B7YKT7|A0A1B7YKT7_COLHI	0.3508	0.4796	-0.9601	0.0132	-1.311	0.0023	False	False	True
gene_8326	K01687	tr|H1VEU7|H1VEU7_COLHI	0.0574	0.932	0.8434	0.031	0.786	0.0412	False	False	False
gene_4885		tr|A0A1B7YDK0|A0A1B7YDK0_COLHI	0.5251	0.2413	-0.6305	0.0632	-1.1556	0.0034	False	False	True
gene_6560	K01698	tr|H1V9H2|H1V9H2_COLHI	0.4127	0.373	-0.611	0.1169	-1.0237	0.0163	False	False	True
gene_7723	K14263	tr|H1VH96|H1VH96_COLHI	-0.0742	0.885	0.2981	0.3523	0.3723	0.2344	False	False	False
gene_9725	K20293	tr|H1VLF9|H1VLF9_COLHI	-0.3426	0.4613	2.0759	0.0003	2.4185	0.0001	False	True	True
gene_5300	K13509	tr|H1VAL9|H1VAL9_COLHI	0.394	0.5426	0.2342	0.6176	-0.1598	0.7386	False	False	False
gene_8420	K01182	tr|H1V4L3|H1V4L3_COLHI	0.1086	0.938	1.58	0.085	1.4714	0.105	False	False	False
gene_11109		tr|A0A1B7YUG3|A0A1B7YUG3_COLHI	-0.1093	0.8667	-0.6472	0.1071	-0.538	0.1738	False	False	False
gene_1425	K00761	tr|H1V3A1|H1V3A1_COLHI	0.2511	0.7433	1.0289	0.0504	0.7777	0.1271	False	False	False
