kegg_pathway_name	method	condition_id	O2	stage	n_rxn	n_active	total_flux	active_rate
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	16_pre_infection_mix	anaerobic	cocktail	1	1	0.001	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	17_biotrophic_mix	aerobic	cocktail	1	1	0.001	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	17_biotrophic_mix	anaerobic	cocktail	1	1	0.0068	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	18_necrotrophic_mix	aerobic	cocktail	1	1	0.2534	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	18_necrotrophic_mix	anaerobic	cocktail	1	1	999.9673	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	01_trehalose	aerobic	pre-infection	1	1	0.1082	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	01_trehalose	anaerobic	pre-infection	1	1	0.022	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	02_glycerol	aerobic	pre-infection	1	1	0.0313	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	02_glycerol	anaerobic	pre-infection	1	1	0.0007	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	03_palmitate	aerobic	pre-infection	1	1	0.1719	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	04_oleate	aerobic	pre-infection	1	1	0.1931	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	05_hexacosanoate	aerobic	pre-infection	1	1	0.3108	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	06_glucose_low	aerobic	biotrophic	1	1	0.0549	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	06_glucose_low	anaerobic	biotrophic	1	1	0.0112	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	07_sucrose_low	aerobic	biotrophic	1	1	0.0549	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	07_sucrose_low	anaerobic	biotrophic	1	1	0.0112	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	08_glutamate	aerobic	biotrophic	1	1	0.0795	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	08_glutamate	anaerobic	biotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	09_glutamine	aerobic	biotrophic	1	1	0.0796	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	09_glutamine	anaerobic	biotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	10_gaba	aerobic	biotrophic	1	1	0.0748	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	11_galacturonate	aerobic	necrotrophic	1	1	0.2251	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	11_galacturonate	anaerobic	necrotrophic	1	1	0.0308	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	12_xylose	aerobic	necrotrophic	1	1	0.2197	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	12_xylose	anaerobic	necrotrophic	1	1	0.0225	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	13_arabinose	aerobic	necrotrophic	1	1	0.2106	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	14_maltose	aerobic	necrotrophic	1	1	0.5493	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	14_maltose	anaerobic	necrotrophic	1	1	0.1117	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	15_mixed_aa	aerobic	necrotrophic	1	1	0.2148	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	15_mixed_aa	anaerobic	necrotrophic	1	1	0.0173	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	16_pre_infection_mix	aerobic	cocktail	1	1	0.103	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	16_pre_infection_mix	anaerobic	cocktail	1	1	0.0075	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	17_biotrophic_mix	aerobic	cocktail	1	1	0.0945	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	17_biotrophic_mix	anaerobic	cocktail	1	1	0.0141	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	18_necrotrophic_mix	aerobic	cocktail	1	1	0.672	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	pfba	18_necrotrophic_mix	anaerobic	cocktail	1	1	0.1333	1.0
Pentose phosphate pathway	eflux	01_trehalose	aerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	eflux	01_trehalose	anaerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	eflux	02_glycerol	aerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	eflux	02_glycerol	anaerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	eflux	03_palmitate	aerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	eflux	04_oleate	aerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	eflux	05_hexacosanoate	aerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	eflux	06_glucose_low	aerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	eflux	06_glucose_low	anaerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	eflux	07_sucrose_low	aerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	eflux	07_sucrose_low	anaerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	eflux	08_glutamate	aerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	eflux	08_glutamate	anaerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	eflux	09_glutamine	aerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	eflux	09_glutamine	anaerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	eflux	10_gaba	aerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	eflux	11_galacturonate	aerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	eflux	11_galacturonate	anaerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	eflux	12_xylose	aerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	eflux	12_xylose	anaerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	eflux	13_arabinose	aerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	eflux	14_maltose	aerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	eflux	14_maltose	anaerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	eflux	15_mixed_aa	aerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	eflux	15_mixed_aa	anaerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	eflux	16_pre_infection_mix	aerobic	cocktail	1	0	0.0	0.0
Pentose phosphate pathway	eflux	16_pre_infection_mix	anaerobic	cocktail	1	0	0.0	0.0
Pentose phosphate pathway	eflux	17_biotrophic_mix	aerobic	cocktail	1	0	0.0	0.0
Pentose phosphate pathway	eflux	17_biotrophic_mix	anaerobic	cocktail	1	0	0.0	0.0
Pentose phosphate pathway	eflux	18_necrotrophic_mix	aerobic	cocktail	1	0	0.0	0.0
Pentose phosphate pathway	eflux	18_necrotrophic_mix	anaerobic	cocktail	1	0	0.0	0.0
Pentose phosphate pathway	gimme	01_trehalose	aerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	gimme	01_trehalose	anaerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	gimme	02_glycerol	aerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	gimme	02_glycerol	anaerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	gimme	03_palmitate	aerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	gimme	04_oleate	aerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	gimme	05_hexacosanoate	aerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	gimme	06_glucose_low	aerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	gimme	06_glucose_low	anaerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	gimme	07_sucrose_low	aerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	gimme	07_sucrose_low	anaerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	gimme	08_glutamate	aerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	gimme	08_glutamate	anaerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	gimme	09_glutamine	aerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	gimme	09_glutamine	anaerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	gimme	10_gaba	aerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	gimme	11_galacturonate	aerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	gimme	11_galacturonate	anaerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	gimme	12_xylose	aerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	gimme	12_xylose	anaerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	gimme	13_arabinose	aerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	gimme	14_maltose	aerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	gimme	14_maltose	anaerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	gimme	15_mixed_aa	aerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	gimme	15_mixed_aa	anaerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	gimme	16_pre_infection_mix	aerobic	cocktail	1	0	0.0	0.0
Pentose phosphate pathway	gimme	16_pre_infection_mix	anaerobic	cocktail	1	0	0.0	0.0
Pentose phosphate pathway	gimme	17_biotrophic_mix	aerobic	cocktail	1	0	0.0	0.0
Pentose phosphate pathway	gimme	17_biotrophic_mix	anaerobic	cocktail	1	0	0.0	0.0
Pentose phosphate pathway	gimme	18_necrotrophic_mix	aerobic	cocktail	1	0	0.0	0.0
Pentose phosphate pathway	gimme	18_necrotrophic_mix	anaerobic	cocktail	1	0	0.0	0.0
Pentose phosphate pathway	imat	01_trehalose	aerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	imat	01_trehalose	anaerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	imat	02_glycerol	aerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	imat	02_glycerol	anaerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	imat	03_palmitate	aerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	imat	04_oleate	aerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	imat	05_hexacosanoate	aerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	imat	06_glucose_low	aerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	imat	06_glucose_low	anaerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	imat	07_sucrose_low	aerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	imat	07_sucrose_low	anaerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	imat	08_glutamate	aerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	imat	08_glutamate	anaerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	imat	09_glutamine	aerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	imat	09_glutamine	anaerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	imat	10_gaba	aerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	imat	11_galacturonate	aerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	imat	11_galacturonate	anaerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	imat	12_xylose	aerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	imat	12_xylose	anaerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	imat	13_arabinose	aerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	imat	14_maltose	aerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	imat	14_maltose	anaerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	imat	15_mixed_aa	aerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	imat	15_mixed_aa	anaerobic	necrotrophic	1	0	0.0	0.0
Pentose phosphate pathway	imat	16_pre_infection_mix	aerobic	cocktail	1	0	0.0	0.0
Pentose phosphate pathway	imat	16_pre_infection_mix	anaerobic	cocktail	1	0	0.0	0.0
Pentose phosphate pathway	imat	17_biotrophic_mix	aerobic	cocktail	1	0	0.0	0.0
Pentose phosphate pathway	imat	17_biotrophic_mix	anaerobic	cocktail	1	0	0.0	0.0
Pentose phosphate pathway	imat	18_necrotrophic_mix	aerobic	cocktail	1	0	0.0	0.0
Pentose phosphate pathway	imat	18_necrotrophic_mix	anaerobic	cocktail	1	0	0.0	0.0
Pentose phosphate pathway	pfba	01_trehalose	aerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	pfba	01_trehalose	anaerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	pfba	02_glycerol	aerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	pfba	02_glycerol	anaerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	pfba	03_palmitate	aerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	pfba	04_oleate	aerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	pfba	05_hexacosanoate	aerobic	pre-infection	1	0	0.0	0.0
Pentose phosphate pathway	pfba	06_glucose_low	aerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	pfba	06_glucose_low	anaerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	pfba	07_sucrose_low	aerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	pfba	07_sucrose_low	anaerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	pfba	08_glutamate	aerobic	biotrophic	1	0	0.0	0.0
Pentose phosphate pathway	pfba	08_glutamate	anaerobic	biotrophic	1	0	0.0	0.0
