pathway	method	condition_id	O2	stage	n_rxn	n_active	total_flux	active_rate
Nucleotide metabolism	gimme	05_hexacosanoate	aerobic	pre-infection	21	10	1.3085	0.4762
Nucleotide metabolism	gimme	06_glucose_low	aerobic	biotrophic	21	9	0.2307	0.4286
Nucleotide metabolism	gimme	06_glucose_low	anaerobic	biotrophic	21	9	0.1117	0.4286
Nucleotide metabolism	gimme	07_sucrose_low	aerobic	biotrophic	21	10	0.2309	0.4762
Nucleotide metabolism	gimme	07_sucrose_low	anaerobic	biotrophic	21	9	0.0451	0.4286
Nucleotide metabolism	gimme	08_glutamate	aerobic	biotrophic	21	9	0.824	0.4286
Nucleotide metabolism	gimme	08_glutamate	anaerobic	biotrophic	21	6	0.0037	0.2857
Nucleotide metabolism	gimme	09_glutamine	aerobic	biotrophic	21	8	0.5208	0.381
Nucleotide metabolism	gimme	09_glutamine	anaerobic	biotrophic	21	5	0.0038	0.2381
Nucleotide metabolism	gimme	10_gaba	aerobic	biotrophic	21	9	0.3142	0.4286
Nucleotide metabolism	gimme	11_galacturonate	aerobic	necrotrophic	21	10	0.9095	0.4762
Nucleotide metabolism	gimme	11_galacturonate	anaerobic	necrotrophic	21	9	0.1245	0.4286
Nucleotide metabolism	gimme	12_xylose	aerobic	necrotrophic	21	9	0.9229	0.4286
Nucleotide metabolism	gimme	12_xylose	anaerobic	necrotrophic	21	10	0.177	0.4762
Nucleotide metabolism	gimme	13_arabinose	aerobic	necrotrophic	21	9	0.884	0.4286
Nucleotide metabolism	gimme	14_maltose	aerobic	necrotrophic	21	9	2.2172	0.4286
Nucleotide metabolism	gimme	14_maltose	anaerobic	necrotrophic	21	9	0.4507	0.4286
Nucleotide metabolism	gimme	15_mixed_aa	aerobic	necrotrophic	21	8	0.8609	0.381
Nucleotide metabolism	gimme	15_mixed_aa	anaerobic	necrotrophic	21	9	0.0698	0.4286
Nucleotide metabolism	gimme	16_pre_infection_mix	aerobic	cocktail	21	9	0.4362	0.4286
Nucleotide metabolism	gimme	16_pre_infection_mix	anaerobic	cocktail	21	9	0.0305	0.4286
Nucleotide metabolism	gimme	17_biotrophic_mix	aerobic	cocktail	21	8	0.3884	0.381
Nucleotide metabolism	gimme	17_biotrophic_mix	anaerobic	cocktail	21	9	0.057	0.4286
Nucleotide metabolism	gimme	18_necrotrophic_mix	aerobic	cocktail	21	9	2.7112	0.4286
Nucleotide metabolism	gimme	18_necrotrophic_mix	anaerobic	cocktail	21	10	0.5384	0.4762
Nucleotide metabolism	imat	01_trehalose	aerobic	pre-infection	21	12	1000.1616	0.5714
Nucleotide metabolism	imat	01_trehalose	anaerobic	pre-infection	21	12	0.1003	0.5714
Nucleotide metabolism	imat	02_glycerol	aerobic	pre-infection	21	13	2000.0318	0.619
Nucleotide metabolism	imat	02_glycerol	anaerobic	pre-infection	21	9	0.0133	0.4286
Nucleotide metabolism	imat	03_palmitate	aerobic	pre-infection	21	10	0.5906	0.4762
Nucleotide metabolism	imat	04_oleate	aerobic	pre-infection	21	13	0.1585	0.619
Nucleotide metabolism	imat	05_hexacosanoate	aerobic	pre-infection	21	13	3000.0972	0.619
Nucleotide metabolism	imat	06_glucose_low	aerobic	biotrophic	21	13	1000.2545	0.619
Nucleotide metabolism	imat	06_glucose_low	anaerobic	biotrophic	21	13	0.0393	0.619
Nucleotide metabolism	imat	07_sucrose_low	aerobic	biotrophic	21	12	0.1624	0.5714
Nucleotide metabolism	imat	07_sucrose_low	anaerobic	biotrophic	21	11	0.0348	0.5238
Nucleotide metabolism	imat	08_glutamate	aerobic	biotrophic	21	13	0.1023	0.619
Nucleotide metabolism	imat	08_glutamate	anaerobic	biotrophic	21	9	0.0135	0.4286
Nucleotide metabolism	imat	09_glutamine	aerobic	biotrophic	21	12	3000.0883	0.5714
Nucleotide metabolism	imat	09_glutamine	anaerobic	biotrophic	21	9	0.0135	0.4286
Nucleotide metabolism	imat	10_gaba	aerobic	biotrophic	21	12	1034.597	0.5714
Nucleotide metabolism	imat	11_galacturonate	aerobic	necrotrophic	21	11	0.8645	0.5238
Nucleotide metabolism	imat	11_galacturonate	anaerobic	necrotrophic	21	13	1000.0496	0.619
Nucleotide metabolism	imat	12_xylose	aerobic	necrotrophic	21	13	3000.0882	0.619
Nucleotide metabolism	imat	12_xylose	anaerobic	necrotrophic	21	13	0.0492	0.619
Nucleotide metabolism	imat	13_arabinose	aerobic	necrotrophic	21	13	2001.7646	0.619
Nucleotide metabolism	imat	14_maltose	aerobic	necrotrophic	21	12	1001.8017	0.5714
Nucleotide metabolism	imat	14_maltose	anaerobic	necrotrophic	21	14	2000.0509	0.6667
Nucleotide metabolism	imat	15_mixed_aa	aerobic	necrotrophic	21	12	0.8476	0.5714
Nucleotide metabolism	imat	15_mixed_aa	anaerobic	necrotrophic	21	11	0.046	0.5238
Nucleotide metabolism	imat	16_pre_infection_mix	aerobic	cocktail	21	11	1000.5013	0.5238
Nucleotide metabolism	imat	16_pre_infection_mix	anaerobic	cocktail	21	14	1000.0423	0.6667
Nucleotide metabolism	imat	17_biotrophic_mix	aerobic	cocktail	21	12	1000.0639	0.5714
Nucleotide metabolism	imat	17_biotrophic_mix	anaerobic	cocktail	21	11	0.057	0.5238
Nucleotide metabolism	imat	18_necrotrophic_mix	aerobic	cocktail	21	11	1.1501	0.5238
Nucleotide metabolism	imat	18_necrotrophic_mix	anaerobic	cocktail	21	12	2000.0872	0.5714
Nucleotide metabolism	pfba	01_trehalose	aerobic	pre-infection	21	8	0.4887	0.381
Nucleotide metabolism	pfba	01_trehalose	anaerobic	pre-infection	21	8	0.0994	0.381
Nucleotide metabolism	pfba	02_glycerol	aerobic	pre-infection	21	8	0.1401	0.381
Nucleotide metabolism	pfba	02_glycerol	anaerobic	pre-infection	21	8	0.003	0.381
Nucleotide metabolism	pfba	03_palmitate	aerobic	pre-infection	21	8	0.7695	0.381
Nucleotide metabolism	pfba	04_oleate	aerobic	pre-infection	21	8	0.8644	0.381
Nucleotide metabolism	pfba	05_hexacosanoate	aerobic	pre-infection	21	8	1.3915	0.381
Nucleotide metabolism	pfba	06_glucose_low	aerobic	biotrophic	21	8	0.246	0.381
Nucleotide metabolism	pfba	06_glucose_low	anaerobic	biotrophic	21	8	0.05	0.381
Nucleotide metabolism	pfba	07_sucrose_low	aerobic	biotrophic	21	8	0.246	0.381
Nucleotide metabolism	pfba	07_sucrose_low	anaerobic	biotrophic	21	8	0.05	0.381
Nucleotide metabolism	pfba	08_glutamate	aerobic	biotrophic	21	8	0.3562	0.381
Nucleotide metabolism	pfba	08_glutamate	anaerobic	biotrophic	21	0	0.0	0.0
Nucleotide metabolism	pfba	09_glutamine	aerobic	biotrophic	21	7	0.3542	0.3333
Nucleotide metabolism	pfba	09_glutamine	anaerobic	biotrophic	21	0	0.0	0.0
Nucleotide metabolism	pfba	10_gaba	aerobic	biotrophic	21	8	0.3349	0.381
Nucleotide metabolism	pfba	11_galacturonate	aerobic	necrotrophic	21	8	1.0078	0.381
Nucleotide metabolism	pfba	11_galacturonate	anaerobic	necrotrophic	21	8	0.1381	0.381
Nucleotide metabolism	pfba	12_xylose	aerobic	necrotrophic	21	8	0.9841	0.381
Nucleotide metabolism	pfba	12_xylose	anaerobic	necrotrophic	21	8	0.1009	0.381
Nucleotide metabolism	pfba	13_arabinose	aerobic	necrotrophic	21	8	0.9431	0.381
Nucleotide metabolism	pfba	14_maltose	aerobic	necrotrophic	21	8	2.4591	0.381
Nucleotide metabolism	pfba	14_maltose	anaerobic	necrotrophic	21	8	0.5003	0.381
Nucleotide metabolism	pfba	15_mixed_aa	aerobic	necrotrophic	21	7	0.9556	0.3333
Nucleotide metabolism	pfba	15_mixed_aa	anaerobic	necrotrophic	21	8	0.0775	0.381
Nucleotide metabolism	pfba	16_pre_infection_mix	aerobic	cocktail	21	8	0.4652	0.381
Nucleotide metabolism	pfba	16_pre_infection_mix	anaerobic	cocktail	21	8	0.0338	0.381
Nucleotide metabolism	pfba	17_biotrophic_mix	aerobic	cocktail	21	7	0.4204	0.3333
Nucleotide metabolism	pfba	17_biotrophic_mix	anaerobic	cocktail	21	8	0.0633	0.381
Nucleotide metabolism	pfba	18_necrotrophic_mix	aerobic	cocktail	21	8	3.0095	0.381
Nucleotide metabolism	pfba	18_necrotrophic_mix	anaerobic	cocktail	21	8	0.5969	0.381
Other / unassigned	eflux	01_trehalose	aerobic	pre-infection	576	208	40.5576	0.3611
Other / unassigned	eflux	01_trehalose	anaerobic	pre-infection	576	206	4.9145	0.3576
Other / unassigned	eflux	02_glycerol	aerobic	pre-infection	576	205	12.387	0.3559
Other / unassigned	eflux	02_glycerol	anaerobic	pre-infection	576	145	2.3564	0.2517
Other / unassigned	eflux	03_palmitate	aerobic	pre-infection	576	211	89.8661	0.3663
Other / unassigned	eflux	04_oleate	aerobic	pre-infection	576	212	118.2819	0.3681
Other / unassigned	eflux	05_hexacosanoate	aerobic	pre-infection	576	221	141.6328	0.3837
Other / unassigned	eflux	06_glucose_low	aerobic	biotrophic	576	206	20.7102	0.3576
Other / unassigned	eflux	06_glucose_low	anaerobic	biotrophic	576	202	2.8778	0.3507
Other / unassigned	eflux	07_sucrose_low	aerobic	biotrophic	576	207	20.7813	0.3594
Other / unassigned	eflux	07_sucrose_low	anaerobic	biotrophic	576	201	2.862	0.349
Other / unassigned	eflux	08_glutamate	aerobic	biotrophic	576	207	32.161	0.3594
Other / unassigned	eflux	08_glutamate	anaerobic	biotrophic	576	141	6.2888	0.2448
Other / unassigned	eflux	09_glutamine	aerobic	biotrophic	576	207	33.3967	0.3594
Other / unassigned	eflux	09_glutamine	anaerobic	biotrophic	576	142	10.5655	0.2465
Other / unassigned	eflux	10_gaba	aerobic	biotrophic	576	213	37.0638	0.3698
Other / unassigned	eflux	11_galacturonate	aerobic	necrotrophic	576	0	0.0	0.0
Other / unassigned	eflux	11_galacturonate	anaerobic	necrotrophic	576	0	0.0	0.0
Other / unassigned	eflux	12_xylose	aerobic	necrotrophic	576	208	94.8132	0.3611
Other / unassigned	eflux	12_xylose	anaerobic	necrotrophic	576	209	10.8564	0.3628
Other / unassigned	eflux	13_arabinose	aerobic	necrotrophic	576	208	98.4611	0.3611
Other / unassigned	eflux	14_maltose	aerobic	necrotrophic	576	207	202.8135	0.3594
Other / unassigned	eflux	14_maltose	anaerobic	necrotrophic	576	203	24.2158	0.3524
Other / unassigned	eflux	15_mixed_aa	aerobic	necrotrophic	576	196	98.7934	0.3403
Other / unassigned	eflux	15_mixed_aa	anaerobic	necrotrophic	576	182	7.4376	0.316
Other / unassigned	eflux	16_pre_infection_mix	aerobic	cocktail	576	210	46.7365	0.3646
Other / unassigned	eflux	16_pre_infection_mix	anaerobic	cocktail	576	207	2.0149	0.3594
Other / unassigned	eflux	17_biotrophic_mix	aerobic	cocktail	576	208	36.2559	0.3611
Other / unassigned	eflux	17_biotrophic_mix	anaerobic	cocktail	576	203	4.9973	0.3524
Other / unassigned	eflux	18_necrotrophic_mix	aerobic	cocktail	576	197	224.8501	0.342
Other / unassigned	eflux	18_necrotrophic_mix	anaerobic	cocktail	576	184	24.396	0.3194
Other / unassigned	gimme	01_trehalose	aerobic	pre-infection	576	211	40.2795	0.3663
Other / unassigned	gimme	01_trehalose	anaerobic	pre-infection	576	208	5.4437	0.3611
Other / unassigned	gimme	02_glycerol	aerobic	pre-infection	576	209	13.4413	0.3628
Other / unassigned	gimme	02_glycerol	anaerobic	pre-infection	576	147	2.4016	0.2552
Other / unassigned	gimme	03_palmitate	aerobic	pre-infection	576	213	91.7794	0.3698
Other / unassigned	gimme	04_oleate	aerobic	pre-infection	576	214	114.9908	0.3715
Other / unassigned	gimme	05_hexacosanoate	aerobic	pre-infection	576	220	139.8992	0.3819
Other / unassigned	gimme	06_glucose_low	aerobic	biotrophic	576	207	20.5833	0.3594
Other / unassigned	gimme	06_glucose_low	anaerobic	biotrophic	576	204	3.0584	0.3542
Other / unassigned	gimme	07_sucrose_low	aerobic	biotrophic	576	211	20.7054	0.3663
Other / unassigned	gimme	07_sucrose_low	anaerobic	biotrophic	576	203	2.9825	0.3524
Other / unassigned	gimme	08_glutamate	aerobic	biotrophic	576	209	35.2363	0.3628
Other / unassigned	gimme	08_glutamate	anaerobic	biotrophic	576	142	7.1204	0.2465
Other / unassigned	gimme	09_glutamine	aerobic	biotrophic	576	209	31.9024	0.3628
Other / unassigned	gimme	09_glutamine	anaerobic	biotrophic	576	137	11.3285	0.2378
Other / unassigned	gimme	10_gaba	aerobic	biotrophic	576	218	37.629	0.3785
Other / unassigned	gimme	11_galacturonate	aerobic	necrotrophic	576	210	89.5983	0.3646
Other / unassigned	gimme	11_galacturonate	anaerobic	necrotrophic	576	207	11.5496	0.3594
Other / unassigned	gimme	12_xylose	aerobic	necrotrophic	576	211	94.4785	0.3663
Other / unassigned	gimme	12_xylose	anaerobic	necrotrophic	576	213	11.378	0.3698
Other / unassigned	gimme	13_arabinose	aerobic	necrotrophic	576	209	98.1277	0.3628
Other / unassigned	gimme	14_maltose	aerobic	necrotrophic	576	207	183.1269	0.3594
Other / unassigned	gimme	14_maltose	anaerobic	necrotrophic	576	206	26.109	0.3576
Other / unassigned	gimme	15_mixed_aa	aerobic	necrotrophic	576	197	91.4695	0.342
Other / unassigned	gimme	15_mixed_aa	anaerobic	necrotrophic	576	192	3006.2242	0.3333
Other / unassigned	gimme	16_pre_infection_mix	aerobic	cocktail	576	210	44.8846	0.3646
Other / unassigned	gimme	16_pre_infection_mix	anaerobic	cocktail	576	183	2.0285	0.3177
Other / unassigned	gimme	17_biotrophic_mix	aerobic	cocktail	576	207	34.6116	0.3594
Other / unassigned	gimme	17_biotrophic_mix	anaerobic	cocktail	576	205	4.9994	0.3559
Other / unassigned	gimme	18_necrotrophic_mix	aerobic	cocktail	576	201	219.1821	0.349
Other / unassigned	gimme	18_necrotrophic_mix	anaerobic	cocktail	576	195	5028.5082	0.3385
Other / unassigned	imat	01_trehalose	aerobic	pre-infection	576	309	3771.7982	0.5365
Other / unassigned	imat	01_trehalose	anaerobic	pre-infection	576	307	8004.5812	0.533
Other / unassigned	imat	02_glycerol	aerobic	pre-infection	576	285	6021.3913	0.4948
Other / unassigned	imat	02_glycerol	anaerobic	pre-infection	576	197	1669.7808	0.342
Other / unassigned	imat	03_palmitate	aerobic	pre-infection	576	312	1818.8122	0.5417
Other / unassigned	imat	04_oleate	aerobic	pre-infection	576	319	3009142.3184	0.5538
Other / unassigned	imat	05_hexacosanoate	aerobic	pre-infection	576	322	3008177.9505	0.559
Other / unassigned	imat	06_glucose_low	aerobic	biotrophic	576	316	3010021.1953	0.5486
Other / unassigned	imat	06_glucose_low	anaerobic	biotrophic	576	271	5003.0619	0.4705
Other / unassigned	imat	07_sucrose_low	aerobic	biotrophic	576	304	3680.1466	0.5278
Other / unassigned	imat	07_sucrose_low	anaerobic	biotrophic	576	260	1672.0989	0.4514
Other / unassigned	imat	08_glutamate	aerobic	biotrophic	576	307	3008015.4202	0.533
Other / unassigned	imat	08_glutamate	anaerobic	biotrophic	576	144	1675.3934	0.25
Other / unassigned	imat	09_glutamine	aerobic	biotrophic	576	313	7111.0839	0.5434
Other / unassigned	imat	09_glutamine	anaerobic	biotrophic	576	148	3676.7402	0.2569
Other / unassigned	imat	10_gaba	aerobic	biotrophic	576	288	3008039.3225	0.5
Other / unassigned	imat	11_galacturonate	aerobic	necrotrophic	576	308	3004135.8658	0.5347
Other / unassigned	imat	11_galacturonate	anaerobic	necrotrophic	576	277	3007006.5737	0.4809
Other / unassigned	imat	12_xylose	aerobic	necrotrophic	576	313	3008302.2572	0.5434
Other / unassigned	imat	12_xylose	anaerobic	necrotrophic	576	279	3008671.1884	0.4844
Other / unassigned	imat	13_arabinose	aerobic	necrotrophic	576	315	2799.6618	0.5469
Other / unassigned	imat	14_maltose	aerobic	necrotrophic	576	314	6204.5366	0.5451
Other / unassigned	imat	14_maltose	anaerobic	necrotrophic	576	308	3007006.63	0.5347
Other / unassigned	imat	15_mixed_aa	aerobic	necrotrophic	576	306	3006079.5554	0.5312
Other / unassigned	imat	15_mixed_aa	anaerobic	necrotrophic	576	264	1003.4163	0.4583
Other / unassigned	imat	16_pre_infection_mix	aerobic	cocktail	576	305	4717.4003	0.5295
Other / unassigned	imat	16_pre_infection_mix	anaerobic	cocktail	576	276	3005999.7697	0.4792
Other / unassigned	imat	17_biotrophic_mix	aerobic	cocktail	576	311	3006003.5506	0.5399
Other / unassigned	imat	17_biotrophic_mix	anaerobic	cocktail	576	276	2671.7499	0.4792
Other / unassigned	imat	18_necrotrophic_mix	aerobic	cocktail	576	311	1801.7127	0.5399
Other / unassigned	imat	18_necrotrophic_mix	anaerobic	cocktail	576	302	6020.0744	0.5243
Other / unassigned	pfba	01_trehalose	aerobic	pre-infection	576	206	40.3994	0.3576
Other / unassigned	pfba	01_trehalose	anaerobic	pre-infection	576	204	4.8827	0.3542
Other / unassigned	pfba	02_glycerol	aerobic	pre-infection	576	207	12.4313	0.3594
Other / unassigned	pfba	02_glycerol	anaerobic	pre-infection	576	147	2.3575	0.2552
Other / unassigned	pfba	03_palmitate	aerobic	pre-infection	576	211	89.6471	0.3663
Other / unassigned	pfba	04_oleate	aerobic	pre-infection	576	213	118.0363	0.3698
Other / unassigned	pfba	05_hexacosanoate	aerobic	pre-infection	576	223	141.7413	0.3872
Other / unassigned	pfba	06_glucose_low	aerobic	biotrophic	576	207	20.7824	0.3594
Other / unassigned	pfba	06_glucose_low	anaerobic	biotrophic	576	201	2.8772	0.349
Other / unassigned	pfba	07_sucrose_low	aerobic	biotrophic	576	207	20.7824	0.3594
Other / unassigned	pfba	07_sucrose_low	anaerobic	biotrophic	576	201	2.8772	0.349
Other / unassigned	pfba	08_glutamate	aerobic	biotrophic	576	206	32.2441	0.3576
Other / unassigned	pfba	08_glutamate	anaerobic	biotrophic	576	0	0.0	0.0
Other / unassigned	pfba	09_glutamine	aerobic	biotrophic	576	206	33.3817	0.3576
Other / unassigned	pfba	09_glutamine	anaerobic	biotrophic	576	0	0.0	0.0
Other / unassigned	pfba	10_gaba	aerobic	biotrophic	576	212	36.89	0.3681
Other / unassigned	pfba	11_galacturonate	aerobic	necrotrophic	576	207	91.2498	0.3594
Other / unassigned	pfba	11_galacturonate	anaerobic	necrotrophic	576	206	11.4595	0.3576
Other / unassigned	pfba	12_xylose	aerobic	necrotrophic	576	208	94.8132	0.3611
Other / unassigned	pfba	12_xylose	anaerobic	necrotrophic	576	208	10.8396	0.3611
Other / unassigned	pfba	13_arabinose	aerobic	necrotrophic	576	207	98.4362	0.3594
Other / unassigned	pfba	14_maltose	aerobic	necrotrophic	576	207	202.0352	0.3594
Other / unassigned	pfba	14_maltose	anaerobic	necrotrophic	576	204	24.4102	0.3542
Other / unassigned	pfba	15_mixed_aa	aerobic	necrotrophic	576	195	98.7619	0.3385
Other / unassigned	pfba	15_mixed_aa	anaerobic	necrotrophic	576	182	8.0161	0.316
Other / unassigned	pfba	16_pre_infection_mix	aerobic	cocktail	576	212	46.7519	0.3681
Other / unassigned	pfba	16_pre_infection_mix	anaerobic	cocktail	576	205	2.0041	0.3559
Other / unassigned	pfba	17_biotrophic_mix	aerobic	cocktail	576	206	36.3668	0.3576
Other / unassigned	pfba	17_biotrophic_mix	anaerobic	cocktail	576	202	5.2167	0.3507
Other / unassigned	pfba	18_necrotrophic_mix	aerobic	cocktail	576	198	241.899	0.3438
Other / unassigned	pfba	18_necrotrophic_mix	anaerobic	cocktail	576	184	26.0482	0.3194
Oxidative phosphorylation / ETC	eflux	01_trehalose	aerobic	pre-infection	24	8	20.3753	0.3333
Oxidative phosphorylation / ETC	eflux	01_trehalose	anaerobic	pre-infection	24	5	0.4005	0.2083
Oxidative phosphorylation / ETC	eflux	02_glycerol	aerobic	pre-infection	24	9	6.8194	0.375
Oxidative phosphorylation / ETC	eflux	02_glycerol	anaerobic	pre-infection	24	5	0.7832	0.2083
Oxidative phosphorylation / ETC	eflux	03_palmitate	aerobic	pre-infection	24	6	36.6451	0.25
Oxidative phosphorylation / ETC	eflux	04_oleate	aerobic	pre-infection	24	8	47.2669	0.3333
Oxidative phosphorylation / ETC	eflux	05_hexacosanoate	aerobic	pre-infection	24	7	58.6154	0.2917
Oxidative phosphorylation / ETC	eflux	06_glucose_low	aerobic	biotrophic	24	8	10.1914	0.3333
Oxidative phosphorylation / ETC	eflux	06_glucose_low	anaerobic	biotrophic	24	6	0.2002	0.25
Oxidative phosphorylation / ETC	eflux	07_sucrose_low	aerobic	biotrophic	24	8	10.1914	0.3333
Oxidative phosphorylation / ETC	eflux	07_sucrose_low	anaerobic	biotrophic	24	5	0.2002	0.2083
Oxidative phosphorylation / ETC	eflux	08_glutamate	aerobic	biotrophic	24	9	19.5374	0.375
Oxidative phosphorylation / ETC	eflux	08_glutamate	anaerobic	biotrophic	24	5	3.7257	0.2083
Oxidative phosphorylation / ETC	eflux	09_glutamine	aerobic	biotrophic	24	9	20.6176	0.375
Oxidative phosphorylation / ETC	eflux	09_glutamine	anaerobic	biotrophic	24	5	3.7257	0.2083
Oxidative phosphorylation / ETC	eflux	10_gaba	aerobic	biotrophic	24	8	22.3886	0.3333
Oxidative phosphorylation / ETC	eflux	11_galacturonate	aerobic	necrotrophic	24	0	0.0	0.0
Oxidative phosphorylation / ETC	eflux	11_galacturonate	anaerobic	necrotrophic	24	0	0.0	0.0
Oxidative phosphorylation / ETC	eflux	12_xylose	aerobic	necrotrophic	24	8	47.2654	0.3333
Oxidative phosphorylation / ETC	eflux	12_xylose	anaerobic	necrotrophic	24	6	0.1051	0.25
Oxidative phosphorylation / ETC	eflux	13_arabinose	aerobic	necrotrophic	24	8	53.0602	0.3333
Oxidative phosphorylation / ETC	eflux	14_maltose	aerobic	necrotrophic	24	8	101.9136	0.3333
Oxidative phosphorylation / ETC	eflux	14_maltose	anaerobic	necrotrophic	24	6	2.0018	0.25
Oxidative phosphorylation / ETC	eflux	15_mixed_aa	aerobic	necrotrophic	24	8	55.5509	0.3333
Oxidative phosphorylation / ETC	eflux	15_mixed_aa	anaerobic	necrotrophic	24	6	3.9446	0.25
Oxidative phosphorylation / ETC	eflux	16_pre_infection_mix	aerobic	cocktail	24	8	19.8726	0.3333
Oxidative phosphorylation / ETC	eflux	16_pre_infection_mix	anaerobic	cocktail	24	7	0.3167	0.2917
Oxidative phosphorylation / ETC	eflux	17_biotrophic_mix	aerobic	cocktail	24	7	19.0558	0.2917
Oxidative phosphorylation / ETC	eflux	17_biotrophic_mix	anaerobic	cocktail	24	7	2.4988	0.2917
Oxidative phosphorylation / ETC	eflux	18_necrotrophic_mix	aerobic	cocktail	24	8	115.7281	0.3333
Oxidative phosphorylation / ETC	eflux	18_necrotrophic_mix	anaerobic	cocktail	24	5	1.7969	0.2083
Oxidative phosphorylation / ETC	gimme	01_trehalose	aerobic	pre-infection	24	9	19.8175	0.375
Oxidative phosphorylation / ETC	gimme	01_trehalose	anaerobic	pre-infection	24	6	0.3748	0.25
Oxidative phosphorylation / ETC	gimme	02_glycerol	aerobic	pre-infection	24	10	6.6027	0.4167
Oxidative phosphorylation / ETC	gimme	02_glycerol	anaerobic	pre-infection	24	5	0.7449	0.2083
Oxidative phosphorylation / ETC	gimme	03_palmitate	aerobic	pre-infection	24	7	37.1275	0.2917
Oxidative phosphorylation / ETC	gimme	04_oleate	aerobic	pre-infection	24	8	45.4083	0.3333
Oxidative phosphorylation / ETC	gimme	05_hexacosanoate	aerobic	pre-infection	24	7	53.5845	0.2917
Oxidative phosphorylation / ETC	gimme	06_glucose_low	aerobic	biotrophic	24	8	9.9057	0.3333
Oxidative phosphorylation / ETC	gimme	06_glucose_low	anaerobic	biotrophic	24	5	0.1802	0.2083
Oxidative phosphorylation / ETC	gimme	07_sucrose_low	aerobic	biotrophic	24	8	10.0584	0.3333
Oxidative phosphorylation / ETC	gimme	07_sucrose_low	anaerobic	biotrophic	24	5	0.1802	0.2083
Oxidative phosphorylation / ETC	gimme	08_glutamate	aerobic	biotrophic	24	9	22.0649	0.375
Oxidative phosphorylation / ETC	gimme	08_glutamate	anaerobic	biotrophic	24	5	4.0006	0.2083
Oxidative phosphorylation / ETC	gimme	09_glutamine	aerobic	biotrophic	24	9	18.5009	0.375
Oxidative phosphorylation / ETC	gimme	09_glutamine	anaerobic	biotrophic	24	5	3.7256	0.2083
Oxidative phosphorylation / ETC	gimme	10_gaba	aerobic	biotrophic	24	8	21.8642	0.3333
Oxidative phosphorylation / ETC	gimme	11_galacturonate	aerobic	necrotrophic	24	8	46.47	0.3333
Oxidative phosphorylation / ETC	gimme	11_galacturonate	anaerobic	necrotrophic	24	4	0.0817	0.1667
Oxidative phosphorylation / ETC	gimme	12_xylose	aerobic	necrotrophic	24	8	46.1342	0.3333
Oxidative phosphorylation / ETC	gimme	12_xylose	anaerobic	necrotrophic	24	6	0.0692	0.25
Oxidative phosphorylation / ETC	gimme	13_arabinose	aerobic	necrotrophic	24	8	52.0793	0.3333
Oxidative phosphorylation / ETC	gimme	14_maltose	aerobic	necrotrophic	24	8	91.7241	0.3333
Oxidative phosphorylation / ETC	gimme	14_maltose	anaerobic	necrotrophic	24	5	1.4228	0.2083
Oxidative phosphorylation / ETC	gimme	15_mixed_aa	aerobic	necrotrophic	24	8	48.9952	0.3333
Oxidative phosphorylation / ETC	gimme	15_mixed_aa	anaerobic	necrotrophic	24	6	2.2196	0.25
Oxidative phosphorylation / ETC	gimme	16_pre_infection_mix	aerobic	cocktail	24	7	18.8072	0.2917
Oxidative phosphorylation / ETC	gimme	16_pre_infection_mix	anaerobic	cocktail	24	7	0.3648	0.2917
Oxidative phosphorylation / ETC	gimme	17_biotrophic_mix	aerobic	cocktail	24	8	18.1529	0.3333
Oxidative phosphorylation / ETC	gimme	17_biotrophic_mix	anaerobic	cocktail	24	7	1.5207	0.2917
Oxidative phosphorylation / ETC	gimme	18_necrotrophic_mix	aerobic	cocktail	24	8	113.2934	0.3333
Oxidative phosphorylation / ETC	gimme	18_necrotrophic_mix	anaerobic	cocktail	24	6	2.227	0.25
Oxidative phosphorylation / ETC	imat	01_trehalose	aerobic	pre-infection	24	10	86.4627	0.4167
Oxidative phosphorylation / ETC	imat	01_trehalose	anaerobic	pre-infection	24	10	1000.0762	0.4167
Oxidative phosphorylation / ETC	imat	02_glycerol	aerobic	pre-infection	24	13	1023.7803	0.5417
Oxidative phosphorylation / ETC	imat	02_glycerol	anaerobic	pre-infection	24	10	1000.7398	0.4167
Oxidative phosphorylation / ETC	imat	03_palmitate	aerobic	pre-infection	24	11	51.0329	0.4583
Oxidative phosphorylation / ETC	imat	04_oleate	aerobic	pre-infection	24	11	1071.8215	0.4583
Oxidative phosphorylation / ETC	imat	05_hexacosanoate	aerobic	pre-infection	24	13	1194.3902	0.5417
Oxidative phosphorylation / ETC	imat	06_glucose_low	aerobic	biotrophic	24	12	2012.285	0.5
Oxidative phosphorylation / ETC	imat	06_glucose_low	anaerobic	biotrophic	24	13	0.0553	0.5417
Oxidative phosphorylation / ETC	imat	07_sucrose_low	aerobic	biotrophic	24	12	1006.4007	0.5
Oxidative phosphorylation / ETC	imat	07_sucrose_low	anaerobic	biotrophic	24	12	0.077	0.5
Oxidative phosphorylation / ETC	imat	08_glutamate	aerobic	biotrophic	24	12	1076.4476	0.5
Oxidative phosphorylation / ETC	imat	08_glutamate	anaerobic	biotrophic	24	7	2.4201	0.2917
Oxidative phosphorylation / ETC	imat	09_glutamine	aerobic	biotrophic	24	12	81.3589	0.5
Oxidative phosphorylation / ETC	imat	09_glutamine	anaerobic	biotrophic	24	8	3.9974	0.3333
Oxidative phosphorylation / ETC	imat	10_gaba	aerobic	biotrophic	24	13	1062.1854	0.5417
