pathway	method	condition_id	O2	stage	n_rxn	n_active	total_flux	active_rate
Glycolysis / gluconeogenesis	gimme	18_necrotrophic_mix	aerobic	cocktail	58	26	105.8972	0.4483
Glycolysis / gluconeogenesis	gimme	18_necrotrophic_mix	anaerobic	cocktail	58	29	3114.5797	0.5
Glycolysis / gluconeogenesis	imat	01_trehalose	aerobic	pre-infection	58	43	115.7441	0.7414
Glycolysis / gluconeogenesis	imat	01_trehalose	anaerobic	pre-infection	58	46	2032.8197	0.7931
Glycolysis / gluconeogenesis	imat	02_glycerol	aerobic	pre-infection	58	43	2029.8878	0.7414
Glycolysis / gluconeogenesis	imat	02_glycerol	anaerobic	pre-infection	58	40	7.8088	0.6897
Glycolysis / gluconeogenesis	imat	03_palmitate	aerobic	pre-infection	58	43	3061.0696	0.7414
Glycolysis / gluconeogenesis	imat	04_oleate	aerobic	pre-infection	58	44	1043.7219	0.7586
Glycolysis / gluconeogenesis	imat	05_hexacosanoate	aerobic	pre-infection	58	43	4665.796	0.7414
Glycolysis / gluconeogenesis	imat	06_glucose_low	aerobic	biotrophic	58	43	1014.8618	0.7414
Glycolysis / gluconeogenesis	imat	06_glucose_low	anaerobic	biotrophic	58	42	16.5837	0.7241
Glycolysis / gluconeogenesis	imat	07_sucrose_low	aerobic	biotrophic	58	45	1017.0796	0.7759
Glycolysis / gluconeogenesis	imat	07_sucrose_low	anaerobic	biotrophic	58	44	2015.4492	0.7586
Glycolysis / gluconeogenesis	imat	08_glutamate	aerobic	biotrophic	58	43	1027.1342	0.7414
Glycolysis / gluconeogenesis	imat	08_glutamate	anaerobic	biotrophic	58	39	0.3352	0.6724
Glycolysis / gluconeogenesis	imat	09_glutamine	aerobic	biotrophic	58	44	3005.7781	0.7586
Glycolysis / gluconeogenesis	imat	09_glutamine	anaerobic	biotrophic	58	39	2.6309	0.6724
Glycolysis / gluconeogenesis	imat	10_gaba	aerobic	biotrophic	58	43	1010.6409	0.7414
Glycolysis / gluconeogenesis	imat	11_galacturonate	aerobic	necrotrophic	58	42	3079.7865	0.7241
Glycolysis / gluconeogenesis	imat	11_galacturonate	anaerobic	necrotrophic	58	45	1042.0668	0.7759
Glycolysis / gluconeogenesis	imat	12_xylose	aerobic	necrotrophic	58	45	2035.8191	0.7759
Glycolysis / gluconeogenesis	imat	12_xylose	anaerobic	necrotrophic	58	46	1009.0747	0.7931
Glycolysis / gluconeogenesis	imat	13_arabinose	aerobic	necrotrophic	58	44	1053.0839	0.7586
Glycolysis / gluconeogenesis	imat	14_maltose	aerobic	necrotrophic	58	46	3098.5838	0.7931
Glycolysis / gluconeogenesis	imat	14_maltose	anaerobic	necrotrophic	58	47	2024.5257	0.8103
Glycolysis / gluconeogenesis	imat	15_mixed_aa	aerobic	necrotrophic	58	42	1013.7841	0.7241
Glycolysis / gluconeogenesis	imat	15_mixed_aa	anaerobic	necrotrophic	58	43	7.6029	0.7414
Glycolysis / gluconeogenesis	imat	16_pre_infection_mix	aerobic	cocktail	58	42	3008.4279	0.7241
Glycolysis / gluconeogenesis	imat	16_pre_infection_mix	anaerobic	cocktail	58	44	4010.2771	0.7586
Glycolysis / gluconeogenesis	imat	17_biotrophic_mix	aerobic	cocktail	58	45	2802.0473	0.7759
Glycolysis / gluconeogenesis	imat	17_biotrophic_mix	anaerobic	cocktail	58	42	11.6333	0.7241
Glycolysis / gluconeogenesis	imat	18_necrotrophic_mix	aerobic	cocktail	58	41	1077.8572	0.7069
Glycolysis / gluconeogenesis	imat	18_necrotrophic_mix	anaerobic	cocktail	58	42	5040.5783	0.7241
Glycolysis / gluconeogenesis	pfba	01_trehalose	aerobic	pre-infection	58	28	23.6128	0.4828
Glycolysis / gluconeogenesis	pfba	01_trehalose	anaerobic	pre-infection	58	26	31.9699	0.4483
Glycolysis / gluconeogenesis	pfba	02_glycerol	aerobic	pre-infection	58	26	6.9125	0.4483
Glycolysis / gluconeogenesis	pfba	02_glycerol	anaerobic	pre-infection	58	25	8.0864	0.431
Glycolysis / gluconeogenesis	pfba	03_palmitate	aerobic	pre-infection	58	23	16.975	0.3966
Glycolysis / gluconeogenesis	pfba	04_oleate	aerobic	pre-infection	58	24	19.0819	0.4138
Glycolysis / gluconeogenesis	pfba	05_hexacosanoate	aerobic	pre-infection	58	23	18.8804	0.3966
Glycolysis / gluconeogenesis	pfba	06_glucose_low	aerobic	biotrophic	58	28	11.8102	0.4828
Glycolysis / gluconeogenesis	pfba	06_glucose_low	anaerobic	biotrophic	58	27	15.9859	0.4655
Glycolysis / gluconeogenesis	pfba	07_sucrose_low	aerobic	biotrophic	58	30	12.1867	0.5172
Glycolysis / gluconeogenesis	pfba	07_sucrose_low	anaerobic	biotrophic	58	28	15.9859	0.4828
Glycolysis / gluconeogenesis	pfba	08_glutamate	aerobic	biotrophic	58	24	8.8542	0.4138
Glycolysis / gluconeogenesis	pfba	08_glutamate	anaerobic	biotrophic	58	0	0.0	0.0
Glycolysis / gluconeogenesis	pfba	09_glutamine	aerobic	biotrophic	58	24	8.8631	0.4138
Glycolysis / gluconeogenesis	pfba	09_glutamine	anaerobic	biotrophic	58	0	0.0	0.0
Glycolysis / gluconeogenesis	pfba	10_gaba	aerobic	biotrophic	58	22	7.5327	0.3793
Glycolysis / gluconeogenesis	pfba	11_galacturonate	aerobic	necrotrophic	58	27	33.2117	0.4655
Glycolysis / gluconeogenesis	pfba	11_galacturonate	anaerobic	necrotrophic	58	27	38.9019	0.4655
Glycolysis / gluconeogenesis	pfba	12_xylose	aerobic	necrotrophic	58	25	44.3796	0.431
Glycolysis / gluconeogenesis	pfba	12_xylose	anaerobic	necrotrophic	58	25	22.3779	0.431
Glycolysis / gluconeogenesis	pfba	13_arabinose	aerobic	necrotrophic	58	25	44.8222	0.431
Glycolysis / gluconeogenesis	pfba	14_maltose	aerobic	necrotrophic	58	30	128.1024	0.5172
Glycolysis / gluconeogenesis	pfba	14_maltose	anaerobic	necrotrophic	58	29	169.8593	0.5
Glycolysis / gluconeogenesis	pfba	15_mixed_aa	aerobic	necrotrophic	58	22	16.2299	0.3793
Glycolysis / gluconeogenesis	pfba	15_mixed_aa	anaerobic	necrotrophic	58	23	6.3567	0.3966
Glycolysis / gluconeogenesis	pfba	16_pre_infection_mix	aerobic	cocktail	58	25	5.9184	0.431
Glycolysis / gluconeogenesis	pfba	16_pre_infection_mix	anaerobic	cocktail	58	26	11.958	0.4483
Glycolysis / gluconeogenesis	pfba	17_biotrophic_mix	aerobic	cocktail	58	27	6.7479	0.4655
Glycolysis / gluconeogenesis	pfba	17_biotrophic_mix	anaerobic	cocktail	58	28	10.4351	0.4828
Glycolysis / gluconeogenesis	pfba	18_necrotrophic_mix	aerobic	cocktail	58	27	112.0812	0.4655
Glycolysis / gluconeogenesis	pfba	18_necrotrophic_mix	anaerobic	cocktail	58	28	136.5266	0.4828
Lipid / membrane	eflux	01_trehalose	aerobic	pre-infection	35	10	0.1331	0.2857
Lipid / membrane	eflux	01_trehalose	anaerobic	pre-infection	35	10	0.0271	0.2857
Lipid / membrane	eflux	02_glycerol	aerobic	pre-infection	35	11	0.0601	0.3143
Lipid / membrane	eflux	02_glycerol	anaerobic	pre-infection	35	5	0.0013	0.1429
Lipid / membrane	eflux	03_palmitate	aerobic	pre-infection	35	12	0.3459	0.3429
Lipid / membrane	eflux	04_oleate	aerobic	pre-infection	35	12	0.3885	0.3429
Lipid / membrane	eflux	05_hexacosanoate	aerobic	pre-infection	35	10	0.3766	0.2857
Lipid / membrane	eflux	06_glucose_low	aerobic	biotrophic	35	11	0.1055	0.3143
Lipid / membrane	eflux	06_glucose_low	anaerobic	biotrophic	35	9	0.0135	0.2571
Lipid / membrane	eflux	07_sucrose_low	aerobic	biotrophic	35	10	0.0666	0.2857
Lipid / membrane	eflux	07_sucrose_low	anaerobic	biotrophic	35	10	0.0215	0.2857
Lipid / membrane	eflux	08_glutamate	aerobic	biotrophic	35	13	0.2164	0.3714
Lipid / membrane	eflux	08_glutamate	anaerobic	biotrophic	35	5	0.0008	0.1429
Lipid / membrane	eflux	09_glutamine	aerobic	biotrophic	35	13	0.2167	0.3714
Lipid / membrane	eflux	09_glutamine	anaerobic	biotrophic	35	5	0.0008	0.1429
Lipid / membrane	eflux	10_gaba	aerobic	biotrophic	35	10	0.0906	0.2857
Lipid / membrane	eflux	11_galacturonate	aerobic	necrotrophic	35	0	0.0	0.0
Lipid / membrane	eflux	11_galacturonate	anaerobic	necrotrophic	35	0	0.0	0.0
Lipid / membrane	eflux	12_xylose	aerobic	necrotrophic	35	10	0.2662	0.2857
Lipid / membrane	eflux	12_xylose	anaerobic	necrotrophic	35	10	0.0273	0.2857
Lipid / membrane	eflux	13_arabinose	aerobic	necrotrophic	35	10	0.2551	0.2857
Lipid / membrane	eflux	14_maltose	aerobic	necrotrophic	35	10	0.6655	0.2857
Lipid / membrane	eflux	14_maltose	anaerobic	necrotrophic	35	11	0.2146	0.3143
Lipid / membrane	eflux	15_mixed_aa	aerobic	necrotrophic	35	12	0.4322	0.3429
Lipid / membrane	eflux	15_mixed_aa	anaerobic	necrotrophic	35	13	0.0471	0.3714
Lipid / membrane	eflux	16_pre_infection_mix	aerobic	cocktail	35	10	0.1267	0.2857
Lipid / membrane	eflux	16_pre_infection_mix	anaerobic	cocktail	35	9	0.0092	0.2571
Lipid / membrane	eflux	17_biotrophic_mix	aerobic	cocktail	35	12	0.1901	0.3429
Lipid / membrane	eflux	17_biotrophic_mix	anaerobic	cocktail	35	9	0.0171	0.2571
Lipid / membrane	eflux	18_necrotrophic_mix	aerobic	cocktail	35	10	0.7542	0.2857
Lipid / membrane	eflux	18_necrotrophic_mix	anaerobic	cocktail	35	11	0.2317	0.3143
Lipid / membrane	gimme	01_trehalose	aerobic	pre-infection	35	10	0.1378	0.2857
Lipid / membrane	gimme	01_trehalose	anaerobic	pre-infection	35	12	0.0412	0.3429
Lipid / membrane	gimme	02_glycerol	aerobic	pre-infection	35	11	0.0593	0.3143
Lipid / membrane	gimme	02_glycerol	anaerobic	pre-infection	35	5	0.0011	0.1429
Lipid / membrane	gimme	03_palmitate	aerobic	pre-infection	35	10	0.1875	0.2857
Lipid / membrane	gimme	04_oleate	aerobic	pre-infection	35	12	0.3497	0.3429
Lipid / membrane	gimme	05_hexacosanoate	aerobic	pre-infection	35	10	0.3917	0.2857
Lipid / membrane	gimme	06_glucose_low	aerobic	biotrophic	35	11	0.104	0.3143
Lipid / membrane	gimme	06_glucose_low	anaerobic	biotrophic	35	9	0.0122	0.2571
Lipid / membrane	gimme	07_sucrose_low	aerobic	biotrophic	35	11	0.104	0.3143
Lipid / membrane	gimme	07_sucrose_low	anaerobic	biotrophic	35	10	0.0193	0.2857
Lipid / membrane	gimme	08_glutamate	aerobic	biotrophic	35	13	0.1948	0.3714
Lipid / membrane	gimme	08_glutamate	anaerobic	biotrophic	35	4	0.0004	0.1143
Lipid / membrane	gimme	09_glutamine	aerobic	biotrophic	35	13	0.195	0.3714
Lipid / membrane	gimme	09_glutamine	anaerobic	biotrophic	35	4	0.0004	0.1143
Lipid / membrane	gimme	10_gaba	aerobic	biotrophic	35	10	0.094	0.2857
Lipid / membrane	gimme	11_galacturonate	aerobic	necrotrophic	35	13	0.5514	0.3714
Lipid / membrane	gimme	11_galacturonate	anaerobic	necrotrophic	35	13	0.0775	0.3714
Lipid / membrane	gimme	12_xylose	aerobic	necrotrophic	35	10	0.2756	0.2857
Lipid / membrane	gimme	12_xylose	anaerobic	necrotrophic	35	11	0.0389	0.3143
Lipid / membrane	gimme	13_arabinose	aerobic	necrotrophic	35	10	0.2641	0.2857
Lipid / membrane	gimme	14_maltose	aerobic	necrotrophic	35	12	0.6023	0.3429
Lipid / membrane	gimme	14_maltose	anaerobic	necrotrophic	35	13	0.2877	0.3714
Lipid / membrane	gimme	15_mixed_aa	aerobic	necrotrophic	35	10	0.2342	0.2857
Lipid / membrane	gimme	15_mixed_aa	anaerobic	necrotrophic	35	11	0.0299	0.3143
Lipid / membrane	gimme	16_pre_infection_mix	aerobic	cocktail	35	10	0.131	0.2857
Lipid / membrane	gimme	16_pre_infection_mix	anaerobic	cocktail	35	9	0.0083	0.2571
Lipid / membrane	gimme	17_biotrophic_mix	aerobic	cocktail	35	10	0.1129	0.2857
Lipid / membrane	gimme	17_biotrophic_mix	anaerobic	cocktail	35	9	0.0154	0.2571
Lipid / membrane	gimme	18_necrotrophic_mix	aerobic	cocktail	35	12	1.2168	0.3429
Lipid / membrane	gimme	18_necrotrophic_mix	anaerobic	cocktail	35	10	0.1453	0.2857
Lipid / membrane	imat	01_trehalose	aerobic	pre-infection	35	13	0.0579	0.3714
Lipid / membrane	imat	01_trehalose	anaerobic	pre-infection	35	11	0.02	0.3143
Lipid / membrane	imat	02_glycerol	aerobic	pre-infection	35	17	0.0287	0.4857
Lipid / membrane	imat	02_glycerol	anaerobic	pre-infection	35	2	0.0001	0.0571
Lipid / membrane	imat	03_palmitate	aerobic	pre-infection	35	15	0.5502	0.4286
Lipid / membrane	imat	04_oleate	aerobic	pre-infection	35	13	0.0378	0.3714
Lipid / membrane	imat	05_hexacosanoate	aerobic	pre-infection	35	13	0.0591	0.3714
Lipid / membrane	imat	06_glucose_low	aerobic	biotrophic	35	11	0.0619	0.3143
Lipid / membrane	imat	06_glucose_low	anaerobic	biotrophic	35	10	0.0078	0.2857
Lipid / membrane	imat	07_sucrose_low	aerobic	biotrophic	35	13	0.069	0.3714
Lipid / membrane	imat	07_sucrose_low	anaerobic	biotrophic	35	14	0.0287	0.4
Lipid / membrane	imat	08_glutamate	aerobic	biotrophic	35	11	0.0113	0.3143
Lipid / membrane	imat	08_glutamate	anaerobic	biotrophic	35	1	0.0	0.0286
Lipid / membrane	imat	09_glutamine	aerobic	biotrophic	35	11	0.0375	0.3143
Lipid / membrane	imat	09_glutamine	anaerobic	biotrophic	35	1	0.0	0.0286
Lipid / membrane	imat	10_gaba	aerobic	biotrophic	35	10	0.0135	0.2857
Lipid / membrane	imat	11_galacturonate	aerobic	necrotrophic	35	13	0.7871	0.3714
Lipid / membrane	imat	11_galacturonate	anaerobic	necrotrophic	35	14	0.0311	0.4
Lipid / membrane	imat	12_xylose	aerobic	necrotrophic	35	13	0.0779	0.3714
Lipid / membrane	imat	12_xylose	anaerobic	necrotrophic	35	13	0.0095	0.3714
Lipid / membrane	imat	13_arabinose	aerobic	necrotrophic	35	17	0.4133	0.4857
Lipid / membrane	imat	14_maltose	aerobic	necrotrophic	35	13	0.4839	0.3714
Lipid / membrane	imat	14_maltose	anaerobic	necrotrophic	35	12	0.0366	0.3429
Lipid / membrane	imat	15_mixed_aa	aerobic	necrotrophic	35	13	0.3748	0.3714
Lipid / membrane	imat	15_mixed_aa	anaerobic	necrotrophic	35	10	0.0065	0.2857
Lipid / membrane	imat	16_pre_infection_mix	aerobic	cocktail	35	15	0.4062	0.4286
Lipid / membrane	imat	16_pre_infection_mix	anaerobic	cocktail	35	12	0.0238	0.3429
Lipid / membrane	imat	17_biotrophic_mix	aerobic	cocktail	35	11	0.013	0.3143
Lipid / membrane	imat	17_biotrophic_mix	anaerobic	cocktail	35	10	0.0065	0.2857
Lipid / membrane	imat	18_necrotrophic_mix	aerobic	cocktail	35	14	0.3192	0.4
Lipid / membrane	imat	18_necrotrophic_mix	anaerobic	cocktail	35	13	0.0577	0.3714
Lipid / membrane	pfba	01_trehalose	aerobic	pre-infection	35	11	0.2111	0.3143
Lipid / membrane	pfba	01_trehalose	anaerobic	pre-infection	35	11	0.0429	0.3143
Lipid / membrane	pfba	02_glycerol	aerobic	pre-infection	35	10	0.0379	0.2857
Lipid / membrane	pfba	02_glycerol	anaerobic	pre-infection	35	4	0.0008	0.1143
Lipid / membrane	pfba	03_palmitate	aerobic	pre-infection	35	12	0.3459	0.3429
Lipid / membrane	pfba	04_oleate	aerobic	pre-infection	35	13	0.5255	0.3714
Lipid / membrane	pfba	05_hexacosanoate	aerobic	pre-infection	35	10	0.3766	0.2857
Lipid / membrane	pfba	06_glucose_low	aerobic	biotrophic	35	10	0.0666	0.2857
Lipid / membrane	pfba	06_glucose_low	anaerobic	biotrophic	35	10	0.0215	0.2857
Lipid / membrane	pfba	07_sucrose_low	aerobic	biotrophic	35	10	0.0666	0.2857
Lipid / membrane	pfba	07_sucrose_low	anaerobic	biotrophic	35	10	0.0215	0.2857
Lipid / membrane	pfba	08_glutamate	aerobic	biotrophic	35	12	0.16	0.3429
Lipid / membrane	pfba	08_glutamate	anaerobic	biotrophic	35	0	0.0	0.0
Lipid / membrane	pfba	09_glutamine	aerobic	biotrophic	35	13	0.2167	0.3714
Lipid / membrane	pfba	09_glutamine	anaerobic	biotrophic	35	0	0.0	0.0
Lipid / membrane	pfba	10_gaba	aerobic	biotrophic	35	13	0.2035	0.3714
Lipid / membrane	pfba	11_galacturonate	aerobic	necrotrophic	35	13	0.6127	0.3714
Lipid / membrane	pfba	11_galacturonate	anaerobic	necrotrophic	35	11	0.0592	0.3143
Lipid / membrane	pfba	12_xylose	aerobic	necrotrophic	35	10	0.2662	0.2857
Lipid / membrane	pfba	12_xylose	anaerobic	necrotrophic	35	11	0.0433	0.3143
Lipid / membrane	pfba	13_arabinose	aerobic	necrotrophic	35	10	0.2551	0.2857
Lipid / membrane	pfba	14_maltose	aerobic	necrotrophic	35	11	1.0552	0.3143
Lipid / membrane	pfba	14_maltose	anaerobic	necrotrophic	35	11	0.2146	0.3143
Lipid / membrane	pfba	15_mixed_aa	aerobic	necrotrophic	35	12	0.4322	0.3429
Lipid / membrane	pfba	15_mixed_aa	anaerobic	necrotrophic	35	13	0.0471	0.3714
Lipid / membrane	pfba	16_pre_infection_mix	aerobic	cocktail	35	10	0.1267	0.2857
Lipid / membrane	pfba	16_pre_infection_mix	anaerobic	cocktail	35	10	0.0146	0.2857
Lipid / membrane	pfba	17_biotrophic_mix	aerobic	cocktail	35	13	0.2572	0.3714
Lipid / membrane	pfba	17_biotrophic_mix	anaerobic	cocktail	35	10	0.0272	0.2857
Lipid / membrane	pfba	18_necrotrophic_mix	aerobic	cocktail	35	10	0.8142	0.2857
Lipid / membrane	pfba	18_necrotrophic_mix	anaerobic	cocktail	35	11	0.256	0.3143
Melanin / DHN	eflux	01_trehalose	aerobic	pre-infection	7	7	0.0004	1.0
Melanin / DHN	eflux	01_trehalose	anaerobic	pre-infection	7	7	0.0001	1.0
Melanin / DHN	eflux	02_glycerol	aerobic	pre-infection	7	7	0.0001	1.0
Melanin / DHN	eflux	02_glycerol	anaerobic	pre-infection	7	0	0.0	0.0
Melanin / DHN	eflux	03_palmitate	aerobic	pre-infection	7	7	0.0007	1.0
Melanin / DHN	eflux	04_oleate	aerobic	pre-infection	7	7	0.0008	1.0
Melanin / DHN	eflux	05_hexacosanoate	aerobic	pre-infection	7	7	0.0012	1.0
Melanin / DHN	eflux	06_glucose_low	aerobic	biotrophic	7	7	0.0002	1.0
Melanin / DHN	eflux	06_glucose_low	anaerobic	biotrophic	7	7	0.0	1.0
Melanin / DHN	eflux	07_sucrose_low	aerobic	biotrophic	7	7	0.0002	1.0
Melanin / DHN	eflux	07_sucrose_low	anaerobic	biotrophic	7	7	0.0	1.0
Melanin / DHN	eflux	08_glutamate	aerobic	biotrophic	7	7	0.0003	1.0
Melanin / DHN	eflux	08_glutamate	anaerobic	biotrophic	7	0	0.0	0.0
Melanin / DHN	eflux	09_glutamine	aerobic	biotrophic	7	7	0.0003	1.0
Melanin / DHN	eflux	09_glutamine	anaerobic	biotrophic	7	0	0.0	0.0
Melanin / DHN	eflux	10_gaba	aerobic	biotrophic	7	7	0.0003	1.0
Melanin / DHN	eflux	11_galacturonate	aerobic	necrotrophic	7	0	0.0	0.0
Melanin / DHN	eflux	11_galacturonate	anaerobic	necrotrophic	7	0	0.0	0.0
Melanin / DHN	eflux	12_xylose	aerobic	necrotrophic	7	7	0.0009	1.0
Melanin / DHN	eflux	12_xylose	anaerobic	necrotrophic	7	7	0.0001	1.0
Melanin / DHN	eflux	13_arabinose	aerobic	necrotrophic	7	7	0.0008	1.0
Melanin / DHN	eflux	14_maltose	aerobic	necrotrophic	7	7	0.0022	1.0
Melanin / DHN	eflux	14_maltose	anaerobic	necrotrophic	7	7	0.0004	1.0
Melanin / DHN	eflux	15_mixed_aa	aerobic	necrotrophic	7	7	0.0009	1.0
Melanin / DHN	eflux	15_mixed_aa	anaerobic	necrotrophic	7	7	0.0001	1.0
Melanin / DHN	eflux	16_pre_infection_mix	aerobic	cocktail	7	7	0.0004	1.0
Melanin / DHN	eflux	16_pre_infection_mix	anaerobic	cocktail	7	7	0.0	1.0
Melanin / DHN	eflux	17_biotrophic_mix	aerobic	cocktail	7	7	0.0004	1.0
Melanin / DHN	eflux	17_biotrophic_mix	anaerobic	cocktail	7	7	0.0001	1.0
Melanin / DHN	eflux	18_necrotrophic_mix	aerobic	cocktail	7	7	0.0025	1.0
Melanin / DHN	eflux	18_necrotrophic_mix	anaerobic	cocktail	7	7	0.0005	1.0
Melanin / DHN	gimme	01_trehalose	aerobic	pre-infection	7	7	0.0004	1.0
Melanin / DHN	gimme	01_trehalose	anaerobic	pre-infection	7	7	0.0001	1.0
Melanin / DHN	gimme	02_glycerol	aerobic	pre-infection	7	7	0.0001	1.0
Melanin / DHN	gimme	02_glycerol	anaerobic	pre-infection	7	0	0.0	0.0
Melanin / DHN	gimme	03_palmitate	aerobic	pre-infection	7	7	0.0006	1.0
Melanin / DHN	gimme	04_oleate	aerobic	pre-infection	7	7	0.0007	1.0
Melanin / DHN	gimme	05_hexacosanoate	aerobic	pre-infection	7	7	0.0011	1.0
Melanin / DHN	gimme	06_glucose_low	aerobic	biotrophic	7	7	0.0002	1.0
Melanin / DHN	gimme	06_glucose_low	anaerobic	biotrophic	7	7	0.0	1.0
Melanin / DHN	gimme	07_sucrose_low	aerobic	biotrophic	7	7	0.0002	1.0
Melanin / DHN	gimme	07_sucrose_low	anaerobic	biotrophic	7	7	0.0	1.0
Melanin / DHN	gimme	08_glutamate	aerobic	biotrophic	7	7	0.0003	1.0
Melanin / DHN	gimme	08_glutamate	anaerobic	biotrophic	7	0	0.0	0.0
Melanin / DHN	gimme	09_glutamine	aerobic	biotrophic	7	7	0.0003	1.0
Melanin / DHN	gimme	09_glutamine	anaerobic	biotrophic	7	0	0.0	0.0
Melanin / DHN	gimme	10_gaba	aerobic	biotrophic	7	7	0.0003	1.0
Melanin / DHN	gimme	11_galacturonate	aerobic	necrotrophic	7	7	0.0008	1.0
Melanin / DHN	gimme	11_galacturonate	anaerobic	necrotrophic	7	7	0.0001	1.0
Melanin / DHN	gimme	12_xylose	aerobic	necrotrophic	7	7	0.0008	1.0
Melanin / DHN	gimme	12_xylose	anaerobic	necrotrophic	7	7	0.0001	1.0
Melanin / DHN	gimme	13_arabinose	aerobic	necrotrophic	7	7	0.0008	1.0
Melanin / DHN	gimme	14_maltose	aerobic	necrotrophic	7	7	0.002	1.0
Melanin / DHN	gimme	14_maltose	anaerobic	necrotrophic	7	7	0.0004	1.0
Melanin / DHN	gimme	15_mixed_aa	aerobic	necrotrophic	7	7	0.0008	1.0
Melanin / DHN	gimme	15_mixed_aa	anaerobic	necrotrophic	7	7	0.0001	1.0
Melanin / DHN	gimme	16_pre_infection_mix	aerobic	cocktail	7	7	0.0004	1.0
Melanin / DHN	gimme	16_pre_infection_mix	anaerobic	cocktail	7	7	0.0	1.0
Melanin / DHN	gimme	17_biotrophic_mix	aerobic	cocktail	7	7	0.0003	1.0
Melanin / DHN	gimme	17_biotrophic_mix	anaerobic	cocktail	7	7	0.0001	1.0
Melanin / DHN	gimme	18_necrotrophic_mix	aerobic	cocktail	7	7	0.0024	1.0
Melanin / DHN	gimme	18_necrotrophic_mix	anaerobic	cocktail	7	7	0.0005	1.0
Melanin / DHN	imat	01_trehalose	aerobic	pre-infection	7	7	0.0001	1.0
Melanin / DHN	imat	01_trehalose	anaerobic	pre-infection	7	7	0.0001	1.0
Melanin / DHN	imat	02_glycerol	aerobic	pre-infection	7	7	0.0	1.0
Melanin / DHN	imat	02_glycerol	anaerobic	pre-infection	7	0	0.0	0.0
Melanin / DHN	imat	03_palmitate	aerobic	pre-infection	7	7	0.0005	1.0
Melanin / DHN	imat	04_oleate	aerobic	pre-infection	7	7	0.0001	1.0
Melanin / DHN	imat	05_hexacosanoate	aerobic	pre-infection	7	7	0.0001	1.0
Melanin / DHN	imat	06_glucose_low	aerobic	biotrophic	7	7	0.0002	1.0
Melanin / DHN	imat	06_glucose_low	anaerobic	biotrophic	7	7	0.0	1.0
Melanin / DHN	imat	07_sucrose_low	aerobic	biotrophic	7	7	0.0001	1.0
Melanin / DHN	imat	07_sucrose_low	anaerobic	biotrophic	7	7	0.0	1.0
Melanin / DHN	imat	08_glutamate	aerobic	biotrophic	7	7	0.0	1.0
Melanin / DHN	imat	08_glutamate	anaerobic	biotrophic	7	0	0.0	0.0
Melanin / DHN	imat	09_glutamine	aerobic	biotrophic	7	7	0.0001	1.0
Melanin / DHN	imat	09_glutamine	anaerobic	biotrophic	7	0	0.0	0.0
Melanin / DHN	imat	10_gaba	aerobic	biotrophic	7	7	0.0	1.0
Melanin / DHN	imat	11_galacturonate	aerobic	necrotrophic	7	7	0.0007	1.0
Melanin / DHN	imat	11_galacturonate	anaerobic	necrotrophic	7	7	0.0	1.0
Melanin / DHN	imat	12_xylose	aerobic	necrotrophic	7	7	0.0001	1.0
Melanin / DHN	imat	12_xylose	anaerobic	necrotrophic	7	7	0.0	1.0
Melanin / DHN	imat	13_arabinose	aerobic	necrotrophic	7	7	0.0007	1.0
Melanin / DHN	imat	14_maltose	aerobic	necrotrophic	7	7	0.0016	1.0
Melanin / DHN	imat	14_maltose	anaerobic	necrotrophic	7	7	0.0	1.0
Melanin / DHN	imat	15_mixed_aa	aerobic	necrotrophic	7	7	0.0007	1.0
Melanin / DHN	imat	15_mixed_aa	anaerobic	necrotrophic	7	7	0.0	1.0
Melanin / DHN	imat	16_pre_infection_mix	aerobic	cocktail	7	7	0.0004	1.0
Melanin / DHN	imat	16_pre_infection_mix	anaerobic	cocktail	7	5	0.0	0.7143
Melanin / DHN	imat	17_biotrophic_mix	aerobic	cocktail	7	7	0.0	1.0
Melanin / DHN	imat	17_biotrophic_mix	anaerobic	cocktail	7	7	0.0	1.0
Melanin / DHN	imat	18_necrotrophic_mix	aerobic	cocktail	7	7	0.001	1.0
Melanin / DHN	imat	18_necrotrophic_mix	anaerobic	cocktail	7	7	0.0001	1.0
Melanin / DHN	pfba	01_trehalose	aerobic	pre-infection	7	7	0.0004	1.0
Melanin / DHN	pfba	01_trehalose	anaerobic	pre-infection	7	7	0.0001	1.0
Melanin / DHN	pfba	02_glycerol	aerobic	pre-infection	7	7	0.0001	1.0
Melanin / DHN	pfba	02_glycerol	anaerobic	pre-infection	7	0	0.0	0.0
Melanin / DHN	pfba	03_palmitate	aerobic	pre-infection	7	7	0.0007	1.0
Melanin / DHN	pfba	04_oleate	aerobic	pre-infection	7	7	0.0008	1.0
Melanin / DHN	pfba	05_hexacosanoate	aerobic	pre-infection	7	7	0.0012	1.0
Melanin / DHN	pfba	06_glucose_low	aerobic	biotrophic	7	7	0.0002	1.0
Melanin / DHN	pfba	06_glucose_low	anaerobic	biotrophic	7	7	0.0	1.0
Melanin / DHN	pfba	07_sucrose_low	aerobic	biotrophic	7	7	0.0002	1.0
Melanin / DHN	pfba	07_sucrose_low	anaerobic	biotrophic	7	7	0.0	1.0
Melanin / DHN	pfba	08_glutamate	aerobic	biotrophic	7	7	0.0003	1.0
