ec	kcat	tier	n	n_fungal	n_any
1.14.15.28	0.884	brenda_any	6	0	6
1.14.15.29	1.94	brenda_any	5	0	5
1.14.15.3	2.218	brenda_any	33	0	33
1.14.15.30	2.56	brenda_any	45	0	45
1.14.15.32	0.0084	brenda_any	1	0	1
1.14.15.35	0.0075	brenda_any	4	0	4
1.14.15.36	20.86	brenda_any	3	0	3
1.14.15.4	2.304	brenda_any	19	0	19
1.14.15.5	0.0473	brenda_any	1	0	1
1.14.15.6	0.8902	brenda_any	7	0	7
1.14.15.8	3.104	brenda_any	2	0	2
1.14.16.1	9.78	brenda_any	59	0	59
1.14.16.2	3.47	brenda_any	27	0	27
1.14.16.4	25.56	brenda_any	18	0	18
1.14.16.7	0.878	brenda_any	7	0	7
1.14.17.1	76.4	brenda_any	19	0	19
1.14.17.3	29.48	brenda_any	29	0	29
1.14.17.4	4.2584	brenda_any	13	0	13
1.14.18.1	2540.0	brenda_fungal	303	135	303
1.14.19.1	0.455	brenda_any	4	0	4
1.14.19.11	0.226	brenda_any	4	0	4
1.14.19.2	0.7274	brenda_any	19	0	19
1.14.19.25	0.367	brenda_fungal	3	3	3
1.14.19.41	0.17	brenda_any	5	0	5
1.14.19.49	0.0085	brenda_any	1	0	1
1.14.19.50	0.1873	brenda_any	4	0	4
1.14.19.53	0.068	brenda_any	11	0	11
1.14.19.58	0.074	brenda_any	5	0	5
1.14.19.59	0.0605	brenda_any	6	0	6
1.14.19.60	0.0208	brenda_any	2	0	2
1.14.19.67	0.027	brenda_any	1	0	1
1.14.19.69	0.017	brenda_any	1	0	1
1.14.19.79	0.011	brenda_any	2	0	2
1.14.19.8	9.14	brenda_any	9	0	9
1.14.19.9	0.11	brenda_any	11	0	11
1.14.20.1	0.2763	brenda_any	138	0	138
1.14.20.10	5.1	brenda_any	1	0	1
1.14.20.14	1.72	brenda_any	9	0	9
1.14.20.5	0.0245	brenda_any	2	0	2
1.14.20.6	2.32	brenda_any	16	0	16
1.14.20.7	0.46	brenda_any	13	0	13
1.14.20.9	2.092	brenda_any	2	0	2
1.14.99.1	23.34	brenda_any	3	0	3
1.14.99.12	0.45	brenda_any	1	0	1
1.14.99.14	5.84	brenda_any	15	0	15
1.14.99.15	34.1156	brenda_any	2	0	2
1.14.99.20	0.0067	brenda_any	1	0	1
1.14.99.50	0.955	brenda_any	8	0	8
1.14.99.52	3.36	brenda_any	5	0	5
1.14.99.54	0.96	brenda_fungal	8	7	8
1.14.99.56	0.96	brenda_fungal	7	6	7
1.14.99.66	0.1582	brenda_any	25	0	25
1.14.99.68	0.104	brenda_any	1	0	1
1.14.99.69	0.1	brenda_any	1	0	1
1.15.1.1	103500.0	brenda_any	6	0	6
1.16.1.1	12.96	brenda_any	17	0	17
1.16.1.8	7.888	brenda_any	9	0	9
1.16.1.9	1.733	brenda_any	4	0	4
1.16.3.1	7.2	brenda_fungal	41	36	41
1.16.3.3	0.32	brenda_any	1	0	1
1.16.3.4	1.32	brenda_fungal	14	1	14
1.17.1.10	5.26	brenda_any	16	0	16
1.17.1.3	0.0609	brenda_any	4	0	4
1.17.1.4	262.6	brenda_any	55	0	55
1.17.1.8	44.8	brenda_any	28	0	28
1.17.1.9	30200.0	brenda_fungal	295	23	295
1.17.2.2	177.86	brenda_any	3	0	3
1.17.2.3	133.0	brenda_any	6	0	6
1.17.3.2	28.0	brenda_any	23	0	23
1.17.3.5	44.0	brenda_any	1	0	1
1.17.4.1	9.61	brenda_any	8	0	8
1.17.4.2	16.94	brenda_any	8	0	8
1.17.4.4	0.0425	brenda_any	6	0	6
1.17.5.1	12.0	brenda_any	1	0	1
1.17.5.2	0.167	brenda_any	1	0	1
1.17.5.3	563.0	brenda_any	1	0	1
1.17.7.4	3.582	brenda_any	3	0	3
1.17.9.1	121.0	brenda_any	5	0	5
1.17.98.4	2550.6	brenda_any	2	0	2
1.17.99.10	0.564	brenda_any	8	0	8
1.17.99.2	0.55	brenda_any	6	0	6
1.18.1.1	8.42	brenda_any	1	0	1
1.18.1.2	225.0	brenda_any	310	0	310
1.18.1.3	54.63	brenda_any	2	0	2
1.18.1.4	7431.2	brenda_any	13	0	13
1.18.1.5	851.2	brenda_any	27	0	27
1.18.1.6	45.53	brenda_any	4	0	4
1.18.6.1	360.03	brenda_any	2	0	2
1.19.1.1	38.45	brenda_any	36	0	36
1.19.6.1	400.0	brenda_any	1	0	1
1.2.1.10	18.7	brenda_any	25	0	25
1.2.1.100	360.8	brenda_any	3	0	3
1.2.1.102	10.0	brenda_any	1	0	1
1.2.1.103	1.11	brenda_any	10	0	10
1.2.1.104	69.52	brenda_any	12	0	12
1.2.1.105	3.96	brenda_any	15	0	15
1.2.1.106	1.18	brenda_any	3	0	3
1.2.1.107	100.0	brenda_any	2	0	2
1.2.1.11	0.12	brenda_fungal	26	1	26
1.2.1.12	29.0	brenda_fungal	59	4	59
1.2.1.13	408.2	brenda_any	35	0	35
1.2.1.16	68.2	brenda_any	69	0	69
1.2.1.19	10.4	brenda_any	69	0	69
1.2.1.22	1545.0	brenda_any	11	0	11
1.2.1.23	170.0	brenda_fungal	2	2	2
1.2.1.24	58.32	brenda_any	7	0	7
1.2.1.26	31.75	brenda_any	54	0	54
1.2.1.27	2.32	brenda_any	19	0	19
1.2.1.28	120.0	brenda_any	49	0	49
1.2.1.3	21.4	brenda_any	166	0	166
1.2.1.30	3.008	brenda_any	77	0	77
1.2.1.31	66.0	brenda_fungal	2	2	2
1.2.1.32	68340.0	brenda_any	5	0	5
1.2.1.36	4.53	brenda_any	24	0	24
1.2.1.39	63.0	brenda_any	11	0	11
1.2.1.4	4.082	brenda_any	12	0	12
1.2.1.42	0.179	brenda_any	2	0	2
1.2.1.44	126.5	brenda_any	96	0	96
1.2.1.46	0.46	brenda_any	5	0	5
1.2.1.48	2.195	brenda_any	8	0	8
1.2.1.5	37.93	brenda_any	44	0	44
1.2.1.57	3.059	brenda_any	2	0	2
1.2.1.58	46.0	brenda_any	1	0	1
1.2.1.59	7.217	brenda_any	10	0	10
1.2.1.60	40.0	brenda_any	1	0	1
1.2.1.65	224.1	brenda_any	15	0	15
1.2.1.67	18.326	brenda_any	7	0	7
1.2.1.7	22.2	brenda_any	5	0	5
1.2.1.70	0.148	brenda_any	2	0	2
1.2.1.72	124.3	brenda_any	14	0	14
1.2.1.75	40.58	brenda_any	4	0	4
1.2.1.77	45.0	brenda_any	16	0	16
1.2.1.78	46.2	brenda_any	3	0	3
1.2.1.79	60.0	brenda_any	28	0	28
1.2.1.8	7.1	brenda_fungal	43	8	43
1.2.1.80	0.0622	brenda_any	3	0	3
1.2.1.85	0.9	brenda_any	1	0	1
1.2.1.87	19.654	brenda_any	28	0	28
1.2.1.88	1.5	brenda_fungal	35	1	35
1.2.1.89	87.0	brenda_any	17	0	17
1.2.1.9	293.0	brenda_any	12	0	12
1.2.1.90	0.0167	brenda_any	5	0	5
1.2.1.92	69.09	brenda_any	21	0	21
1.2.1.95	41.7	brenda_fungal	5	5	5
1.2.1.96	0.2033	brenda_any	4	0	4
1.2.1.97	11.76	brenda_any	2	0	2
1.2.1.99	29.396	brenda_any	13	0	13
1.2.3.1	6.64	brenda_any	206	0	206
