rxn_id	compartment	equation_cpd_ids	equation_names	reaction_name	source	log_action
rxn19044_r0	r0	cpd00006_r0 + cpd16343_r0 <=> cpd00005_r0 + cpd00067_r0 + cpd24271_r0	NADP_r0 + Behenoyl-CoA_r0 <=> NADPH_r0 + H+_r0 + (2E)-docosenoyl-CoA_r0	trans-docosan-2-enoyl-CoA reductase	excel_added_to_fsp237	added_imm904
rxn23559_r0	r0	cpd00067_r0 + cpd00070_r0 + cpd16343_r0 <=> cpd00010_r0 + cpd00011_r0 + cpd24264_r0	H+_r0 + Malonyl-CoA_r0 + Behenoyl-CoA_r0 <=> CoA_r0 + CO2_r0 + 3-oxo-lignoceroyl-CoA_r0	3-oxo-lignoceronyl-CoA-synthase	excel_added_to_fsp237	added_imm904
rxn23535_r0	r0	cpd00006_r0 + cpd24268_r0 <=> cpd00005_r0 + cpd00067_r0 + cpd24264_r0	NADP_r0 + (3R)-3-hydroxy-lignoceroyl-CoA_r0 <=> NADPH_r0 + H+_r0 + 3-oxo-lignoceroyl-CoA_r0	3-oxo-lignoceronyl-CoA-reductase	excel_added_to_fsp237	added_imm904
rxn22099_r0	r0	cpd24268_r0 <=> cpd00001_r0 + cpd24272_r0	(3R)-3-hydroxy-lignoceroyl-CoA_r0 <=> H2O_r0 + (2E)-lignocerenoyl-CoA_r0	3-hydroxy-lignoceroyl-CoA dehydratase	excel_added_to_fsp237	added_imm904
rxn19045_r0	r0	cpd00006_r0 + cpd29705_r0 <=> cpd00005_r0 + cpd00067_r0 + cpd24272_r0	NADP_r0 + tetracosanoyl-CoA  (n-C24:0CoA)_r0 <=> NADPH_r0 + H+_r0 + (2E)-lignocerenoyl-CoA_r0	trans-lignocero-2-enoyl-CoA reductase	excel_added_to_fsp237	added_imm904
rxn23557_r0	r0	cpd00067_r0 + cpd00070_r0 + cpd29705_r0 <=> cpd00010_r0 + cpd00011_r0 + cpd24265_r0	H+_r0 + Malonyl-CoA_r0 + tetracosanoyl-CoA  (n-C24:0CoA)_r0 <=> CoA_r0 + CO2_r0 + 3-oxo-cerotoyl-CoA_r0	3-oxo-cerotoyl-CoA-synthase	excel_added_to_fsp237	added_imm904
rxn23536_r0	r0	cpd00006_r0 + cpd24269_r0 <=> cpd00005_r0 + cpd00067_r0 + cpd24265_r0	NADP_r0 + (3R)-3-hydroxy-cerotoyl-CoA_r0 <=> NADPH_r0 + H+_r0 + 3-oxo-cerotoyl-CoA_r0	3-hydroxy-lignoceroyl-CoA dehydratase	excel_added_to_fsp237	added_imm904
rxn22100_r0	r0	cpd24269_r0 <=> cpd00001_r0 + cpd24273_r0	(3R)-3-hydroxy-cerotoyl-CoA_r0 <=> H2O_r0 + (2E)-cerotenoyl-CoA_r0	3-hydroxy-cerotoyl-CoA dehydratase	excel_added_to_fsp237	added_imm904
rxn09599_c0	c0	0.01 cpd11822_c0 + cpd15220_c0 <=> 0.01 cpd15192_c0 + 0.01 cpd15243_c0	0.01 1-Phosphatidyl-myo-inositol_c0 + Ceramide-1 Sphinganine:n-C24:0)_c0 <=> 0.01 1,2-Diacylglycerol, yeast-specific_c0 + 0.01 Inositol phosphorylceramide, ceramide-1 (24C), yeast-specific_c0	Inositol phosphorylceramide synthase (ceramide-1, 24C), yeast-specific	excel_added_to_fsp237	added_imm904
rxn09598_c0	c0	0.01 cpd11822_c0 + cpd15221_c0 <=> 0.01 cpd15192_c0 + 0.01 cpd15244_c0	0.01 1-Phosphatidyl-myo-inositol_c0 + Ceramide-1 Sphinganine:n-C26:0)_c0 <=> 0.01 1,2-Diacylglycerol, yeast-specific_c0 + 0.01 Inositol phosphorylceramide, ceramide-1 (26C), yeast-specific_c0	Inositol phosphorylceramide synthase (ceramide-1, 26C), yeast-specific	excel_added_to_fsp237	added_imm904
rxn09597_c0	c0	0.01 cpd11822_c0 + cpd15224_c0 <=> 0.01 cpd15192_c0 + 0.01 cpd15245_c0	0.01 1-Phosphatidyl-myo-inositol_c0 + Ceramide-2 Phytosphingosine:n-C24:0)_c0 <=> 0.01 1,2-Diacylglycerol, yeast-specific_c0 + 0.01 Inositol phosphorylceramide, ceramide-2 (24C), yeast-specific_c0	Inositol phosphorylceramide synthase (ceramide-2, 24C), yeast-specific	excel_added_to_fsp237	added_imm904
rxn09596_c0	c0	0.01 cpd11822_c0 + cpd15225_c0 <=> 0.01 cpd15192_c0 + 0.01 cpd15246_c0	0.01 1-Phosphatidyl-myo-inositol_c0 + Ceramide-2 Phytosphingosine:n-C26:0)_c0 <=> 0.01 1,2-Diacylglycerol, yeast-specific_c0 + 0.01 Inositol phosphorylceramide, ceramide-2 (26C), yeast-specific_c0	Inositol phosphoryceramide synthase (ceramide-2, 26C), yeast-specific	excel_added_to_fsp237	added_imm904
rxn09595_c0	c0	0.01 cpd11822_c0 + cpd15226_c0 <=> 0.01 cpd15192_c0 + 0.01 cpd15247_c0	0.01 1-Phosphatidyl-myo-inositol_c0 + Ceramide-3 Phytosphingosine:n-C24:0OH)_c0 <=> 0.01 1,2-Diacylglycerol, yeast-specific_c0 + 0.01 Inositol phosphorylceramide, ceramide-3 (24C), yeast-specific_c0	Inositol phosphorylceramide synthase (ceramide-3, 24C), yeast-specific	excel_added_to_fsp237	added_imm904
rxn09594_c0	c0	0.01 cpd11822_c0 + cpd15227_c0 <=> 0.01 cpd15192_c0 + 0.01 cpd15248_c0	0.01 1-Phosphatidyl-myo-inositol_c0 + Ceramide-3 Phytosphingosine:n-C26:0OH)_c0 <=> 0.01 1,2-Diacylglycerol, yeast-specific_c0 + 0.01 Inositol phosphorylceramide, ceramide-3 (26C), yeast-specific_c0	Inositol phosphorylceramide synthase (ceramide-3, 26C), yeast-specific	excel_added_to_fsp237	added_imm904
rxn09593_c0	c0	0.01 cpd11822_c0 + 0.01 cpd15259_c0 <=> 0.01 cpd15192_c0 + 0.01 cpd15253_c0	0.01 1-Phosphatidyl-myo-inositol_c0 + 0.01 mannose-inositol phosphorylceramide, ceramide-1 (24C), yeast-specific_c0 <=> 0.01 1,2-Diacylglycerol, yeast-specific_c0 + 0.01 mannose-(inositol-P)2-ceramide, ceramide-1 (24C), yeast-specific_c0	mannose-(inositol-P)2-ceramide synthase (ceramide-1, 24C), yeast-specific	excel_added_to_fsp237	added_imm904
rxn09592_c0	c0	0.01 cpd11822_c0 + 0.01 cpd15260_c0 <=> 0.01 cpd15192_c0 + 0.01 cpd15254_c0	0.01 1-Phosphatidyl-myo-inositol_c0 + 0.01 mannose-inositol phosphorylceramide, ceramide-1 (26C), yeast-specific_c0 <=> 0.01 1,2-Diacylglycerol, yeast-specific_c0 + 0.01 mannose-(inositol-P)2-ceramide, ceramide-1 (26C), yeast-specific_c0	mannose-(inositol-P)2-ceramide synthase (ceramide-1, 26C), yeast-specific	excel_added_to_fsp237	added_imm904
rxn09591_c0	c0	0.01 cpd11822_c0 + 0.01 cpd15261_c0 <=> 0.01 cpd15192_c0 + 0.01 cpd15255_c0	0.01 1-Phosphatidyl-myo-inositol_c0 + 0.01 mannose-inositol phosphorylceramide, ceramide-2 (24C), yeast-specific_c0 <=> 0.01 1,2-Diacylglycerol, yeast-specific_c0 + 0.01 mannose-(inositol-P)2-ceramide, ceramide-2 (24C), yeast-specific_c0	mannose-(inositol-P)2-ceramide synthase (ceramide-2, 26C), yeast specific	excel_added_to_fsp237	added_imm904
rxn09590_c0	c0	0.01 cpd11822_c0 + 0.01 cpd15262_c0 <=> 0.01 cpd15192_c0 + 0.01 cpd15256_c0	0.01 1-Phosphatidyl-myo-inositol_c0 + 0.01 mannose-inositol phosphorylceramide, ceramide-2 (26C), yeast-specific_c0 <=> 0.01 1,2-Diacylglycerol, yeast-specific_c0 + 0.01 mannose-(inositol-P)2-ceramide, ceramide-2 (26C), yeast-specific_c0	mannose-(inositol-P)2-ceramide synthase (ceramide-2, 24C), yeast-specific	excel_added_to_fsp237	added_imm904
rxn09589_c0	c0	0.01 cpd11822_c0 + 0.01 cpd15263_c0 <=> 0.01 cpd15192_c0 + 0.01 cpd15257_c0	0.01 1-Phosphatidyl-myo-inositol_c0 + 0.01 mannose-inositol phosphorylceramide, ceramide-3 (24C), yeast-specific_c0 <=> 0.01 1,2-Diacylglycerol, yeast-specific_c0 + 0.01 mannose-(inositol-P)2-ceramide, ceramide-3 (24C), yeast-specific_c0	mannose-(inositol-P)2-ceramide synthase (ceramide-3, 24C), yeast specific	excel_added_to_fsp237	added_imm904
rxn09588_c0	c0	0.01 cpd11822_c0 + 0.01 cpd15264_c0 <=> 0.01 cpd15192_c0 + 0.01 cpd15258_c0	0.01 1-Phosphatidyl-myo-inositol_c0 + 0.01 mannose-inositol phosphorylceramide, ceramide-3 (26C)_c0 <=> 0.01 1,2-Diacylglycerol, yeast-specific_c0 + 0.01 mannose-(inositol-P)2-ceramide, ceramide-3 (26C), yeast-specific_c0	mannose-(inositol-P)2-ceramide synthase (ceramide-3, 26C), yeast-specific	excel_added_to_fsp237	added_imm904
rxn09548_c0	c0	cpd00080_c0 + 0.27 cpd00134_c0 + 0.05 cpd00327_c0 + 0.06 cpd01260_c0 + 0.1 cpd01695_c0 + 0.02 cpd03128_c0 + 0.17 cpd15238_c0 + 0.09 cpd15272_c0 + 0.24 cpd15274_c0 --> cpd00010_c0 + 0.01 cpd00517_c0	Glycerol-3-phosphate_c0 + 0.27 Palmitoyl-CoA_c0 + 0.05 strcoa_c0 + 0.06 Lauroyl-CoA_c0 + 0.1 Myristoyl-CoA_c0 + 0.02 Decanoyl-CoA_c0 + 0.17 Hexadecenoyl-CoA_c0 + 0.09 Octadecynoyl-CoA_c0 + 0.24 Octadecenoyl-CoA_c0 --> CoA_c0 + 0.01 cpd00517_c0	glycerol 3-phosphate acyltransferase (glycerol 3-phosphate), yeast-specific	excel_added_to_fsp237	added_equation
rxn09555_c0	c0	0.27 cpd00134_c0 + 0.05 cpd00327_c0 + 0.01 cpd00517_c0 + 0.06 cpd01260_c0 + 0.1 cpd01695_c0 + 0.02 cpd03128_c0 + 0.17 cpd15238_c0 + 0.09 cpd15272_c0 + 0.24 cpd15274_c0 --> cpd00010_c0 + 0.01 cpd15276_c0	0.27 Palmitoyl-CoA_c0 + 0.05 strcoa_c0 + 0.01 cpd00517_c0 + 0.06 Lauroyl-CoA_c0 + 0.1 Myristoyl-CoA_c0 + 0.02 Decanoyl-CoA_c0 + 0.17 Hexadecenoyl-CoA_c0 + 0.09 Octadecynoyl-CoA_c0 + 0.24 Octadecenoyl-CoA_c0 --> CoA_c0 + 0.01 Phosphatidate, yeast-specific_c0	 1-Acyl-glycerol-3-phosphate acyltransferase, yeast-specific	excel_added_to_fsp237	added_equation
rxn01071_c0	c0	cpd00002_c0 + cpd00162_c0 --> cpd00008_c0 + cpd00067_c0 + cpd00285_c0	ATP_c0 + Aminoethanol_c0 --> ADP_c0 + H+_c0 + Phosphoethanolamine_c0	ATP:ethanolamine O-phosphotransferase_c0	excel_added_to_fsp237	added_imm904
rxn09543_c0	c0	cpd00017_c0 + 0.01 cpd11456_c0 <=> cpd00019_c0 + 0.01 cpd11829_c0	S-Adenosyl-L-methionine_c0 + 0.01 Phosphatidylethanolamine_c0 <=> S-Adenosyl-homocysteine_c0 + 0.01 Phosphatidyl-N-methylethanolamine_c0	Phosphatidylethanolamine N methyltransferase yeast specific	excel_added_to_fsp237	added_equation
rxn09545_c0	c0	cpd00017_c0 + 0.01 cpd11829_c0 --> cpd00019_c0 + cpd00067_c0 + 0.01 cpd12514_c0	S-Adenosyl-L-methionine_c0 + 0.01 Phosphatidyl-N-methylethanolamine_c0 --> S-Adenosyl-homocysteine_c0 + H+_c0 + 0.01 Phosphatidyl-N-dimethylethanolamine_c0	methylene-fatty-acyl-phospholipid synthase, yeast-specific_c0	excel_added_to_fsp237	added_imm904
rxn09535_c0	c0	cpd00017_c0 + 0.01 cpd12514_c0 --> cpd00019_c0 + cpd00067_c0 + 0.01 cpd11624_c0	S-Adenosyl-L-methionine_c0 + 0.01 Phosphatidyl-N-dimethylethanolamine_c0 --> S-Adenosyl-homocysteine_c0 + H+_c0 + 0.01 Lecithin_c0	Phosphatidyl-N-methylethanolamine N-methyltransferase, yeast-specific_c0	excel_added_to_fsp237	added_imm904
rxn39089_c0	c0	cpd00054_c0 + 0.01 cpd29685_c0 <=> cpd00046_c0 + cpd00067_c0 + 0.01 cpd29687_c0	L-Serine_c0 + 0.01 cdpdag_BS_c0 <=> CMP_c0 + H+_c0 + 0.01 ps_BS_c0	phosphatidylserine synthase, yeast-specific, mitochondrial_c0	excel_added_to_fsp237	added_imm904
rxn09552_c0	c0	cpd00256_c0 + 0.01 cpd15192_c0 --> cpd00046_c0 + cpd00067_c0 + 0.01 cpd11624_c0	CDPcholine_c0 + 0.01 1,2-Diacylglycerol, yeast-specific_c0 --> CMP_c0 + H+_c0 + 0.01 Lecithin_c0	diacylglycerol cholinephosphotransferase, yeast-specific_c0	excel_added_to_fsp237	added_imm904
rxn09536_c0	c0	cpd00121_c0 + 0.01 cpd11427_c0 <=> cpd00046_c0 + 0.01 cpd11822_c0	L-Inositol_c0 + 0.01 CDP-diacylglycerol_c0 <=> CMP_c0 + 0.01 1-Phosphatidyl-myo-inositol_c0	phosphatidylinositol synthase, yeast-specific	excel_added_to_fsp237	added_imm904
rxn09537_c0	c0	cpd00002_c0 + 0.01 cpd11822_c0 <=> cpd00008_c0 + 0.01 cpd15288_c0	ATP_c0 + 0.01 1-Phosphatidyl-myo-inositol_c0 <=> ADP_c0 + 0.01 phosphatidyl-1D-myo-4-inositol, yeast specific_c0	phosphatidylinositol 4-kinase, yeast-specific	excel_added_to_fsp237	added_imm904
rxn09538_c0	c0	cpd00002_c0 + 0.01 cpd11822_c0 <=> cpd00008_c0 + 0.01 cpd15287_c0	ATP_c0 + 0.01 1-Phosphatidyl-myo-inositol_c0 <=> ADP_c0 + 0.01 phosphatidyl-1D-myo-3-inositol, yeast-specific_c0	1-phosphatidylinositol 3-kinase, yeast-specific	excel_added_to_fsp237	added_imm904
rxn16107_m0	m0	2 cpd00113_m0 + cpd00289_m0 --> 2 cpd00012_m0 + 2 cpd00067_m0 + cpd00906_m0	2 Isopentenyldiphosphate_m0 + Geranylgeranyl diphosphate_m0 --> 2 PPi_m0 + 2 H+_m0 + all-trans-Hexaprenyl diphosphate_m0	 geranylgeranyl-diphosphate:isopentenyl-diphosphate transferase (adding 2 isopentenyl units)	excel_added_to_fsp237	added_equation
rxn13477_m0	m0	3 cpd00113_m0 + cpd00350_m0 --> 3 cpd00012_m0 + 3 cpd00067_m0 + cpd00906_m0	3 Isopentenyldiphosphate_m0 + Farnesyldiphosphate_m0 --> 3 PPi_m0 + 3 H+_m0 + all-trans-Hexaprenyl diphosphate_m0	(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 3 isopentenyl units)	excel_added_to_fsp237	added_equation
rxn09622_c0	c0	3 cpd00005_c0 + 3 cpd00007_c0 + 2 cpd00067_c0 + cpd15210_c0 --> 4 cpd00001_c0 + 3 cpd00006_c0 + cpd15212_c0	3 NADPH_c0 + 3 O2_c0 + 2 H+_c0 + cpd15210_c0 --> 4 H2O_c0 + 3 NADP_c0 + intermediate-methylzymosterol-I_c0	 C-4 sterol methyl oxidase (4,4-dimethylzymosterol)	excel_added_to_fsp237	added_equation
rxn13416_c0	c0	0.02 cpd00134_c0 + 0.03 cpd00327_c0 + 0.015 cpd01695_c0 + 0.01 cpd03221_c0 + 0.655 cpd15238_c0 + 0.01 cpd15241_c0 + 0.27 cpd15274_c0 --> cpd00010_c0 + 0.01 cpd16896_c0	0.02 Palmitoyl-CoA_c0 + 0.03 strcoa_c0 + 0.015 Myristoyl-CoA_c0 + 0.01 Zymosterol_c0 + 0.655 Hexadecenoyl-CoA_c0 + 0.01 Hexacosanoyl-CoA_c0 + 0.27 Octadecenoyl-CoA_c0 --> CoA_c0 + 0.01 zymosterol ester, yeast-specific_c0	Acyl-CoA:zymosterol acyltransferase, yeast-specific_c0	excel_added_to_fsp237	added_imm904
rxn05918_c0	c0	cpd00067_c0 + cpd00083_c0 + cpd11619_c0 <=> cpd00031_c0 + cpd12407_c0	H+_c0 + GDP-mannose_c0 + Dolichyl phosphate_c0 <=> GDP_c0 + Dolichyl phosphate D-mannose_c0	GDPmannose:dolichyl-phosphate O-beta-D-mannosyltransferase	excel_added_to_fsp237	added_equation
rxn08016_c0	c0	cpd00002_c0 + cpd00214_c0 + cpd11493_c0 <=> cpd00012_c0 + cpd00018_c0 + 2 cpd00067_c0 + cpd15277_c0	ATP_c0 + Palmitate_c0 + ACP_c0 <=> PPi_c0 + AMP_c0 + 2 H+_c0 + Palmitoyl-ACP_c0	palmitate-[acyl-carrier-protein] ligase	excel_added_to_fsp237	added_equation
rxn08017_c0	c0	cpd00002_c0 + cpd11493_c0 + cpd15237_c0 <=> cpd00012_c0 + cpd00018_c0 + 2 cpd00067_c0 + cpd15239_c0	ATP_c0 + ACP_c0 + hexadecenoate_c0 <=> PPi_c0 + AMP_c0 + 2 H+_c0 + Hexadecenoyl-ACP_c0	acyl-[acyl-carrier-protein] synthetase (n-C16:1)	excel_added_to_fsp237	added_equation
