rxn_id	name	compartment	direction	lower_bound	upper_bound	equation_cpd	equation_name	ec_number	gpr	subsystem	n_metabolites	flux
rxn02937_c0	2-(Formamido)-N1-(5-phosphoribosyl)acetamidine cyclo-ligase (ADP-forming)_c0	c0	=>	0.0	999999.0	cpd00002_c0 + cpd02826_c0 --> cpd00008_c0 + cpd00009_c0 + 2 cpd00067_c0 + cpd02140_c0	ATP_c0 + 5'-Phosphoribosylformylglycinamidine_c0 --> ADP_c0 + Phosphate_c0 + 2 H+_c0 + AIR_c0		gene_598		6	0.031884431714780975
rxn03004_c0	10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase_c0	c0	=>	0.0	999999.0	cpd00201_c0 + cpd02394_c0 --> cpd00067_c0 + cpd00087_c0 + cpd02678_c0	10-Formyltetrahydrofolate_c0 + GAR_c0 --> H+_c0 + Tetrahydrofolate_c0 + N-Formyl-GAR_c0		gene_10696		5	0.03188443171478097
rxn03084_c0	5'-Phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming)_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd00002_c0 + cpd00053_c0 + cpd02678_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00023_c0 + cpd00067_c0 + cpd02826_c0	H2O_c0 + ATP_c0 + L-Glutamine_c0 + N-Formyl-GAR_c0 --> ADP_c0 + Phosphate_c0 + L-Glutamate_c0 + H+_c0 + 5'-Phosphoribosylformylglycinamidine_c0		gene_1542		9	0.03188443171478097
rxn02895_c0	5-Phospho-D-ribosylamine:glycine ligase (ADP-forming)_c0	c0	<=>	-999999.0	999999.0	cpd00002_c0 + cpd00033_c0 + cpd01982_c0 <=> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd02394_c0	ATP_c0 + Glycine_c0 + 5-Phosphoribosylamine_c0 <=> ADP_c0 + Phosphate_c0 + H+_c0 + GAR_c0		gene_598		7	0.03188443171478097
rxn00790_c0	5-phosphoribosylamine:diphosphate phospho-alpha-D-ribosyltransferase (glutamate-amidating)_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd00053_c0 + cpd00103_c0 --> cpd00012_c0 + cpd00023_c0 + cpd01982_c0	H2O_c0 + L-Glutamine_c0 + PRPP_c0 --> PPi_c0 + L-Glutamate_c0 + 5-Phosphoribosylamine_c0		gene_742		6	0.03188443171478097
rxn01000_c0	prephenate hydro-lyase (decarboxylating; phenylpyruvate-forming)_c0	c0	=>	0.0	999999.0	cpd00067_c0 + cpd00219_c0 --> cpd00001_c0 + cpd00011_c0 + cpd00143_c0	H+_c0 + Prephenate_c0 --> H2O_c0 + CO2_c0 + Phenylpyruvate_c0		gene_902		5	0.030648423593746837
rxn00493_c0	L-Phenylalanine:2-oxoglutarate aminotransferase_c0	c0	<=>	-999999.0	999999.0	cpd00024_c0 + cpd00066_c0 <=> cpd00023_c0 + cpd00143_c0	2-Oxoglutarate_c0 + L-Phenylalanine_c0 <=> L-Glutamate_c0 + Phenylpyruvate_c0		gene_12910		4	-0.030648423593746837
rxn02938_c0	1-(5-phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate carboxy-lyase_c0	c0	<=>	-999999.0	999999.0	cpd00011_c0 + cpd02140_c0 <=> cpd00067_c0 + cpd02893_c0	CO2_c0 + AIR_c0 <=> H+_c0 + 5'-Phosphoribosyl-4-carboxy-5-aminoimidazole_c0		gene_4557		4	0.03000753049395795
rxn08173_m0	F(1)-ATPase	c0;m0	=>	0.0	999999.0	cpd00008_m0 + cpd00009_m0 + 4 cpd00067_c0 --> cpd00001_m0 + cpd00002_m0 + 3 cpd00067_m0	ADP_m0 + Phosphate_m0 + 4 H+_c0 --> H2O_m0 + ATP_m0 + 3 H+_m0		gene_1262 and gene_7471 and gene_6532 and gene_9272 and gene_7453 and gene_1773 and gene_6907		6	0.02932085931566927
rxn00710_c0	orotidine-5'-phosphate carboxy-lyase (UMP-forming)_c0	c0	=>	0.0	999999.0	cpd00067_c0 + cpd00810_c0 --> cpd00011_c0 + cpd00091_c0	H+_c0 + Orotidylic acid_c0 --> CO2_c0 + UMP_c0		gene_1225		4	0.025315277441879724
rxn01362_c0	Orotidine-5'-phosphate:diphosphate phospho-alpha-D-ribosyl-transferase_c0	c0	<=>	-999999.0	999999.0	cpd00012_c0 + cpd00810_c0 <=> cpd00103_c0 + cpd00247_c0	PPi_c0 + Orotidylic acid_c0 <=> PRPP_c0 + Orotate_c0		gene_6854		4	-0.02531527744187972
rxn01018_c0	carbamoyl-phosphate:L-aspartate carbamoyltransferase_c0	c0	=>	0.0	999999.0	cpd00041_c0 + cpd00146_c0 --> cpd00009_c0 + cpd00067_c0 + cpd00343_c0	L-Aspartate_c0 + Carbamoylphosphate_c0 --> Phosphate_c0 + H+_c0 + N-Carbamoyl-L-aspartate_c0		gene_2309		5	0.025315277441879717
rxn01465_c0	(S)-dihydroorotate amidohydrolase_c0	c0	<=>	-999999.0	999999.0	cpd00001_c0 + cpd00282_c0 <=> cpd00067_c0 + cpd00343_c0	H2O_c0 + S-Dihydroorotate_c0 <=> H+_c0 + N-Carbamoyl-L-aspartate_c0		gene_2309 or gene_610		4	-0.025315277441879717
frxn08975_c0	External alternative NADH dehydrogenase_c0	c0;m0	<=>	-999999.0	999999.0	cpd00003_c0 + cpd15291_m0 <=> cpd00004_c0 + cpd00067_c0 + cpd15290_m0	NAD_c0 + Ubiquinol-6_m0 <=> NADH_c0 + H+_c0 + Ubiquinone-6_m0				5	0.024674384342094603
rxn09563_c0	dihydoorotic acid (ubiquinone-6), irreversible_m0	c0;m0	=>	0.0	999999.0	cpd00282_c0 + cpd15290_m0 --> cpd00247_c0 + cpd15291_m0	S-Dihydroorotate_c0 + Ubiquinone-6_m0 --> Orotate_c0 + Ubiquinol-6_m0		gene_4133		4	0.024582828184972372
rxn31870_c0	5,10-methylenetetrahydrofolate reductase (FADH)-(NADP)_c0	c0	=>	0.0	999999.0	cpd00005_c0 + 2 cpd00067_c0 + cpd00125_c0 --> cpd00006_c0 + cpd00345_c0	NADPH_c0 + 2 H+_c0 + 5-10-Methylenetetrahydrofolate_c0 --> NADP_c0 + 5-Methyltetrahydrofolate_c0		gene_12702 or gene_780		5	0.024239492595801413
rxn01269_c0	Prephenate:NADP+ oxidoreductase(decarboxylating)_c0	c0	=>	0.0	999999.0	cpd00006_c0 + cpd00219_c0 --> cpd00005_c0 + cpd00011_c0 + cpd00868_c0	NADP_c0 + Prephenate_c0 --> NADPH_c0 + CO2_c0 + p-hydroxyphenylpyruvate_c0		gene_788		5	0.023392598142501317
rxn30444_c0	tyrosine transaminase, irreversible (mitochondrial)_c0	c0	=>	0.0	999999.0	cpd00023_c0 + cpd00868_c0 --> cpd00024_c0 + cpd00069_c0	L-Glutamate_c0 + p-hydroxyphenylpyruvate_c0 --> 2-Oxoglutarate_c0 + L-Tyrosine_c0		gene_8831 or gene_12910		4	0.023346820063944573
rxn00416_c0	L-aspartate:L-glutamine amido-ligase (AMP-forming)_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd00002_c0 + cpd00041_c0 + cpd00053_c0 --> cpd00012_c0 + cpd00018_c0 + cpd00023_c0 + cpd00067_c0 + cpd00132_c0	H2O_c0 + ATP_c0 + L-Aspartate_c0 + L-Glutamine_c0 --> PPi_c0 + AMP_c0 + L-Glutamate_c0 + H+_c0 + L-Asparagine_c0		gene_5682 or gene_7143 or gene_5682		9	0.02327815294610944
EX_cpd00048_e0	Exchange for Sulfate_e0	e0	<=>	-100.0	100.0	cpd00048_e0 <=> 	Sulfate_e0 <=> 				1	-0.023278152946109205
rxn05238_c0	TRANS-RXNBWI-115353.ce_c0	c0;e0	=>	0.0	999999.0	cpd00048_e0 --> cpd00048_c0	Sulfate_e0 --> Sulfate_c0		gene_9669 or gene_9297		2	0.023278152946109205
rxn00693_c0	5-Methyltetrahydrofolate:L-homocysteine S-methyltransferase_c0	c0	=>	0.0	999999.0	cpd00135_c0 + cpd00345_c0 --> cpd00060_c0 + cpd00067_c0 + cpd00087_c0	Homocysteine_c0 + 5-Methyltetrahydrofolate_c0 --> L-Methionine_c0 + H+_c0 + Tetrahydrofolate_c0		gene_2689		5	0.022408369453531255
rxn05289_c0	NADPH:oxidized-thioredoxin oxidoreductase_c0	c0	=>	0.0	1000.0	cpd00005_c0 + cpd00067_c0 + cpd11420_c0 --> cpd00006_c0 + cpd11421_c0	NADPH_c0 + H+_c0 + trdox_c0 --> NADP_c0 + trdrd_c0		gene_10956 or gene_47		5	0.021447029803839043
rxn00410_c0	UTP:ammonia ligase (ADP-forming)_c0	c0	=>	0.0	999999.0	cpd00002_c0 + cpd00013_c0 + cpd00062_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00052_c0 + 2 cpd00067_c0	ATP_c0 + NH3_c0 + UTP_c0 --> ADP_c0 + Phosphate_c0 + CTP_c0 + 2 H+_c0		gene_2791		7	0.0187461231689909
rxn00119_c0	ATP:UMP phosphotransferase_c0	c0	<=>	-999999.0	999999.0	cpd00002_c0 + cpd00091_c0 <=> cpd00008_c0 + cpd00014_c0	ATP_c0 + UMP_c0 <=> ADP_c0 + UDP_c0		gene_10931		4	0.018746123168985645
rxn00137_c0	Adenosine 3',5'-bisphosphate 3'-phosphohydrolase_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd00045_c0 --> cpd00009_c0 + cpd00018_c0	H2O_c0 + Adenosine 3-5-bisphosphate_c0 --> Phosphate_c0 + AMP_c0		gene_5633		4	0.01870034509049114
rxn00361_c0	ATP:adenylylsulfate 3'-phosphotransferase_c0	c0	=>	0.0	999999.0	cpd00002_c0 + cpd00193_c0 --> cpd00008_c0 + cpd00044_c0 + cpd00067_c0	ATP_c0 + APS_c0 --> ADP_c0 + 3-phosphoadenylylsulfate_c0 + H+_c0		gene_3295		5	0.0187003450904338
rxn00380_c0	ADP:sulfate adenylyltransferase_c0	c0	<=>	-999999.0	999999.0	cpd00008_c0 + cpd00048_c0 + cpd00067_c0 <=> cpd00009_c0 + cpd00193_c0	ADP_c0 + Sulfate_c0 + H+_c0 <=> Phosphate_c0 + APS_c0		gene_641		5	0.0187003450904338
rxn05239_c0	adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming)_c0	c0	=>	0.0	999999.0	cpd00044_c0 + cpd11421_c0 --> cpd00045_c0 + 2 cpd00067_c0 + cpd00081_c0 + cpd11420_c0	3-phosphoadenylylsulfate_c0 + trdrd_c0 --> Adenosine 3-5-bisphosphate_c0 + 2 H+_c0 + Sulfite_c0 + trdox_c0		gene_5059 or gene_47		6	0.0187003450904338
rxn09607_c0	alkaline ceramidase (ceramide-1), endoplasmic reticulum_c0	c0	=>	0.0	999999.0	cpd00623_c0 + cpd29705_c0 --> cpd00010_c0 + 2 cpd00067_c0 + cpd15220_c0	Sphinganine_c0 + tetracosanoyl-CoA  (n-C24:0CoA)_c0 --> CoA_c0 + 2 H+_c0 + Ceramide-1 Sphinganine:n-C24:0)_c0		gene_9741 or gene_9020		5	0.018013673912082726
rxn34008_c0	Sulfite Reductase (NADPH)_c0	c0	<=>	-999999.0	999999.0	3 cpd00005_c0 + 5 cpd00067_c0 + cpd00081_c0 <=> 3 cpd00001_c0 + 3 cpd00006_c0 + cpd00239_c0	3 NADPH_c0 + 5 H+_c0 + Sulfite_c0 <=> 3 H2O_c0 + 3 NADP_c0 + H2S_c0		gene_3061 or gene_8471		6	0.01778478351929872
rxn05035_c0	 O-phospho-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase	c0	=>	0.0	1000.0	cpd00067_c0 + cpd00239_c0 + cpd00738_c0 --> cpd00009_c0 + cpd00084_c0	H+_c0 + H2S_c0 + phosphoserine_c0 --> Phosphate_c0 + L-Cysteine_c0				5	0.01686922194816364
rxn00740_c0	O-Succinyl-L-homoserine succinate-lyase (deaminating; 2-oxobutanoate-forming)_c0	c0	<=>	-999999.0	999999.0	cpd00001_c0 + cpd00822_c0 <=> cpd00013_c0 + cpd00036_c0 + cpd00067_c0 + cpd00094_c0	H2O_c0 + O-Succinyl-L-homoserine_c0 <=> NH3_c0 + Succinate_c0 + H+_c0 + 2-Oxobutyrate_c0		YML082W		6	-0.015266989198677474
rxn32907_c0	O-succinylhomoserine (thiol)-lyase_c0	c0	=>	0.0	999999.0	cpd00084_c0 + cpd00822_c0 --> cpd00036_c0 + cpd00067_c0 + cpd00424_c0	L-Cysteine_c0 + O-Succinyl-L-homoserine_c0 --> Succinate_c0 + H+_c0 + Cystathionine_c0				5	0.015266989198677474
rxn00950_c0	Cystathionine L-homocysteine-lyase (deaminating)_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd00424_c0 --> cpd00013_c0 + cpd00020_c0 + cpd00135_c0	H2O_c0 + Cystathionine_c0 --> NH3_c0 + Pyruvate_c0 + Homocysteine_c0		YFR055W		5	0.015266989198677472
rxn00834_c0	IMP:NAD+ oxidoreductase_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd00003_c0 + cpd00114_c0 --> cpd00004_c0 + cpd00067_c0 + cpd00497_c0	H2O_c0 + NAD_c0 + IMP_c0 --> NADH_c0 + H+_c0 + XMP_c0		gene_1625		6	0.01480920841310982
rxn00917_c0	Xanthosine-5'-phosphate:L-glutamine amido-ligase (AMP-forming)_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd00002_c0 + cpd00053_c0 + cpd00497_c0 --> cpd00012_c0 + cpd00018_c0 + cpd00023_c0 + 2 cpd00067_c0 + cpd00126_c0	H2O_c0 + ATP_c0 + L-Glutamine_c0 + XMP_c0 --> PPi_c0 + AMP_c0 + L-Glutamate_c0 + 2 H+_c0 + GMP_c0		gene_2345		9	0.014809208413109818
rxn09547_c0	glycerol 3-phosphate acyltransferase (glycerone phosphate), yeast-specific_c0	c0	=>	0.0	999999.0	cpd00095_c0 + 0.27 cpd00134_c0 + 0.05 cpd00327_c0 + 0.06 cpd01260_c0 + 0.1 cpd01695_c0 + 0.02 cpd03128_c0 + 0.17 cpd15238_c0 + 0.09 cpd15272_c0 + 0.24 cpd15274_c0 --> cpd00010_c0 + 0.01 cpd15193_c0	Glycerone-phosphate_c0 + 0.27 Palmitoyl-CoA_c0 + 0.05 strcoa_c0 + 0.06 Lauroyl-CoA_c0 + 0.1 Myristoyl-CoA_c0 + 0.02 Decanoyl-CoA_c0 + 0.17 Hexadecenoyl-CoA_c0 + 0.09 Octadecynoyl-CoA_c0 + 0.24 Octadecenoyl-CoA_c0 --> CoA_c0 + 0.01 1-Acyl-glycerone 3-phosphate, yeast-specific_c0		gene_8048		11	0.013733423567026165
AGAT_SC_c0	1 Acyl glycerol 3 phosphate acyltransferase  yeast specific	c0	=>	0.0	999999.0	0.27 cpd00134_c0 + 0.05 cpd00327_c0 + 0.06 cpd01260_c0 + 0.1 cpd01695_c0 + 0.02 cpd03128_c0 + 0.17 cpd15238_c0 + 0.09 cpd15272_c0 + 0.24 cpd15274_c0 + 0.01 cpd19029_c0 --> cpd00010_c0 + 0.01 cpd15276_c0	0.27 Palmitoyl-CoA_c0 + 0.05 strcoa_c0 + 0.06 Lauroyl-CoA_c0 + 0.1 Myristoyl-CoA_c0 + 0.02 Decanoyl-CoA_c0 + 0.17 Hexadecenoyl-CoA_c0 + 0.09 Octadecynoyl-CoA_c0 + 0.24 Octadecenoyl-CoA_c0 + 0.01 Acyl-sn-glycerol 3-phosphate_c0 --> CoA_c0 + 0.01 Phosphatidate, yeast-specific_c0		gene_5300		11	0.013733423567026165
ADHAPR_SC_c0	Acyldihydroxyacetonephosphate reductase  yeast specific	c0	=>	0.0	999999.0	cpd00005_c0 + cpd00067_c0 + 0.01 cpd15193_c0 --> cpd00006_c0 + 0.01 cpd19029_c0	NADPH_c0 + H+_c0 + 0.01 1-Acyl-glycerone 3-phosphate, yeast-specific_c0 --> NADP_c0 + 0.01 Acyl-sn-glycerol 3-phosphate_c0		gene_11988		5	0.013733423567026165
rxn02834_c0	Phosphoribosyl-ATP pyrophosphohydrolase_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd01775_c0 --> cpd00012_c0 + cpd00067_c0 + cpd01777_c0	H2O_c0 + Phosphoribosyl-ATP_c0 --> PPi_c0 + H+_c0 + Phosphoribosyl-AMP_c0		gene_1605		5	0.013344309899293815
rxn00789_c0	1-(5-phospho-D-ribosyl)-ATP:diphosphate phospho-alpha-D-ribosyl-transferase_c0	c0	=>	0.0	999999.0	cpd00002_c0 + cpd00103_c0 --> cpd00012_c0 + cpd01775_c0	ATP_c0 + PRPP_c0 --> PPi_c0 + Phosphoribosyl-ATP_c0		gene_12319		4	0.013344309899293815
rxn03175_c0	N-(5'-Phospho-D-ribosylformimino)-5-amino-1- (5''-phospho-D-ribosyl)-4-imidazolecarboxamide ketol-isomerase_c0	c0	=>	0.0	999999.0	cpd02979_c0 --> cpd02991_c0	phosphoribosylformiminoaicar-phosphate_c0 --> phosphoribulosylformimino-AICAR-phosphate_c0		YIL020C		2	0.013344309899293813
rxn02473_c0	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate hydro-lyase_c0	c0	=>	0.0	999999.0	cpd02843_c0 --> cpd00001_c0 + cpd00930_c0	D-erythro-imidazol-glycerol-phosphate_c0 --> H2O_c0 + imidazole acetol-phosphate_c0		gene_4690		3	0.013344309899293812
rxn19830_c0	GLUTAMIDOTRANS-RXN.d_c0	c0	=>	0.0	999999.0	cpd00053_c0 + cpd02991_c0 --> cpd00023_c0 + cpd00067_c0 + cpd02843_c0 + cpd02851_c0	L-Glutamine_c0 + phosphoribulosylformimino-AICAR-phosphate_c0 --> L-Glutamate_c0 + H+_c0 + D-erythro-imidazol-glycerol-phosphate_c0 + AICAR_c0		gene_8889		6	0.013344309899293812
rxn02835_c0	1-(5-phospho-D-ribosyl)-AMP 1,6-hydrolase_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd01777_c0 --> cpd02979_c0	H2O_c0 + Phosphoribosyl-AMP_c0 --> phosphoribosylformiminoaicar-phosphate_c0		gene_1605		3	0.013344309899293812
rxn00859_c0	L-Histidinol:NAD+ oxidoreductase_c0	c0	=>	0.0	999999.0	cpd00001_c0 + 2 cpd00003_c0 + cpd00641_c0 --> 2 cpd00004_c0 + 3 cpd00067_c0 + cpd00119_c0	H2O_c0 + 2 NAD_c0 + L-Histidinol_c0 --> 2 NADH_c0 + 3 H+_c0 + L-Histidine_c0		gene_1605		6	0.01334430989929381
rxn02160_c0	L-Histidinol-phosphate phosphohydrolase_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd00807_c0 --> cpd00009_c0 + cpd00641_c0	H2O_c0 + L-histidinol-phosphate_c0 --> Phosphate_c0 + L-Histidinol_c0		gene_4721		4	0.01334430989929381
rxn27926_c0	Histidinol-phosphate aminotransferase_c0	c0	=>	0.0	999999.0	cpd00023_c0 + cpd00930_c0 --> cpd00024_c0 + cpd00807_c0	L-Glutamate_c0 + imidazole acetol-phosphate_c0 --> 2-Oxoglutarate_c0 + L-histidinol-phosphate_c0		gene_11623		4	0.01334430989929381
rxn09609_c0	Ceramide-1 hydroxylase (24C)_c0	c0	=>	0.0	999999.0	cpd00005_c0 + cpd00007_c0 + cpd00067_c0 + cpd15220_c0 --> cpd00001_c0 + cpd00006_c0 + cpd15224_c0	NADPH_c0 + O2_c0 + H+_c0 + Ceramide-1 Sphinganine:n-C24:0)_c0 --> H2O_c0 + NADP_c0 + Ceramide-2 Phytosphingosine:n-C24:0)_c0		gene_11213		7	0.012085412738983073
rxn00126_c0	ATP:L-methionine S-adenosyltransferase_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd00002_c0 + cpd00060_c0 --> cpd00009_c0 + cpd00012_c0 + cpd00017_c0	H2O_c0 + ATP_c0 + L-Methionine_c0 --> Phosphate_c0 + PPi_c0 + S-Adenosyl-L-methionine_c0		gene_5089		6	0.010872293657229026
rxn09458_c0	stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA)_c0	c0	=>	0.0	999999.0	cpd00005_c0 + cpd00007_c0 + cpd00067_c0 + cpd00327_c0 --> 2 cpd00001_c0 + cpd00006_c0 + cpd15274_c0	NADPH_c0 + O2_c0 + H+_c0 + strcoa_c0 --> 2 H2O_c0 + NADP_c0 + Octadecenoyl-CoA_c0		gene_1461		7	0.009819397850423713
rxn00836_c0	IMP:diphosphate phospho-D-ribosyltransferase_c0	c0	=>	0.0	999999.0	cpd00103_c0 + cpd00226_c0 --> cpd00012_c0 + cpd00114_c0	PRPP_c0 + HYXN_c0 --> PPi_c0 + IMP_c0		YDR399W		4	0.008583389729391322
rxn15049_c0	Cytidine-5'-monophosphate phosphoribohydrolase_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd00046_c0 --> cpd00307_c0 + cpd19028_c0	H2O_c0 + CMP_c0 --> Cytosine_c0 + alpha-D-Ribose 5-phosphate_c0				4	0.008514722611556395
rxn00717_c0	Cytosine aminohydrolase_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd00067_c0 + cpd00307_c0 --> cpd00013_c0 + cpd00092_c0	H2O_c0 + H+_c0 + Cytosine_c0 --> NH3_c0 + Uracil_c0		gene_6997		5	0.008514722611556393
rxn01358_c0	inosine:phosphate alpha-D-ribosyltransferase_c0	c0	<=>	-999999.0	999999.0	cpd00009_c0 + cpd00246_c0 <=> cpd00226_c0 + cpd00475_c0	Phosphate_c0 + Inosine_c0 <=> HYXN_c0 + Ribose 1-phosphate_c0		YLR209C		4	0.0071413802548537745
rxn01366_c0	Uridine:phosphate alpha-D-ribosyltransferase_c0	c0	<=>	-999999.0	999999.0	cpd00009_c0 + cpd00249_c0 <=> cpd00092_c0 + cpd00475_c0	Phosphate_c0 + Uridine_c0 <=> Uracil_c0 + Ribose 1-phosphate_c0				4	-0.007141380254853774
rxn01137_c0	Adenosine aminohydrolase_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd00067_c0 + cpd00182_c0 --> cpd00013_c0 + cpd00246_c0	H2O_c0 + H+_c0 + Adenosine_c0 --> NH3_c0 + Inosine_c0		gene_9546		5	0.007141380254853773
rxn00709_c0	ATP:uridine 5'-phosphotransferase_c0	c0	=>	0.0	999999.0	cpd00002_c0 + cpd00249_c0 --> cpd00008_c0 + cpd00067_c0 + cpd00091_c0	ATP_c0 + Uridine_c0 --> ADP_c0 + H+_c0 + UMP_c0		gene_5199		5	0.007141380254853773
rxn00141_c0	S-Adenosyl-L-homocysteine hydrolase_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd00019_c0 --> cpd00135_c0 + cpd00182_c0	H2O_c0 + S-Adenosyl-homocysteine_c0 --> Homocysteine_c0 + Adenosine_c0		gene_12543		4	0.007141380254853773
rxn39089_c0	phosphatidylserine synthase, yeast-specific, mitochondrial_c0	c0	<=>	-999999.0	999999.0	cpd00054_c0 + 0.01 cpd29685_c0 <=> cpd00046_c0 + cpd00067_c0 + 0.01 cpd29687_c0	L-Serine_c0 + 0.01 cdpdag_BS_c0 <=> CMP_c0 + H+_c0 + 0.01 ps_BS_c0		YER026C		5	0.00686671178351316
rxn30035_c0	indole-3-glycerol-phosphate synthase_c0	c0	=>	0.0	999999.0	cpd00067_c0 + cpd00956_c0 --> cpd00001_c0 + cpd00011_c0 + cpd29667_c0	H+_c0 + 1-(2-carboxyphenylamino)-1-deoxyribulose 5-phosphate_c0 --> H2O_c0 + CO2_c0 + C'-(3-Indolyl)-glycerol 3-phosphate_c0		gene_4436		5	0.006500487155059077
rxn30066_c0	tryptophan synthase (indoleglycerol phosphate)_c0	c0	=>	0.0	999999.0	cpd00054_c0 + cpd29667_c0 --> cpd00001_c0 + cpd00065_c0 + cpd00102_c0	L-Serine_c0 + C'-(3-Indolyl)-glycerol 3-phosphate_c0 --> H2O_c0 + L-Tryptophan_c0 + Glyceraldehyde3-phosphate_c0		gene_10958		5	0.006500487155059077
rxn02508_c0	N-(5-Phospho-beta-D-ribosyl)anthranilate ketol-isomerase_c0	c0	=>	0.0	999999.0	cpd02642_c0 --> cpd00956_c0	N-5-phosphoribosyl-anthranilate_c0 --> 1-(2-carboxyphenylamino)-1-deoxyribulose 5-phosphate_c0		YDR007W		2	0.006500487155059076
rxn00791_c0	N-(5-Phospho-D-ribosyl)anthranilate:pyrophosphate phosphoribosyl-transferase_c0	c0	=>	0.0	999999.0	cpd00093_c0 + cpd00103_c0 --> cpd00012_c0 + cpd02642_c0	Anthranilate_c0 + PRPP_c0 --> PPi_c0 + N-5-phosphoribosyl-anthranilate_c0		gene_159		4	0.006500487155059076
rxn00727_c0	Chorismate pyruvate-lyase (amino-accepting)_c0	c0	=>	0.0	999999.0	cpd00053_c0 + cpd00216_c0 --> cpd00020_c0 + cpd00023_c0 + cpd00067_c0 + cpd00093_c0	L-Glutamine_c0 + Chorismate_c0 --> Pyruvate_c0 + L-Glutamate_c0 + H+_c0 + Anthranilate_c0		gene_4436		6	0.006500487155059076
rxn09584_c0	mannose-inositol phosphorylceramide synthase (ceramide-2, 26C), yeast-specific_c0	c0	=>	0.0	999999.0	cpd00083_c0 + 0.01 cpd15246_c0 --> cpd00031_c0 + cpd00067_c0 + 0.01 cpd15262_c0	GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-2 (26C), yeast-specific_c0 --> GDP_c0 + H+_c0 + 0.01 mannose-inositol phosphorylceramide, ceramide-2 (26C), yeast-specific_c0		YBR036C or YPL057C or YBR161W		5	0.006134262526605043
IPCS226_SC_c0	Inositol phosphoryceramide synthase  ceramide 2  26C   yeast specific	c0	=>	0.0	999999.0	cpd15225_c0 + 0.01 ptd1ino-SC-c_c0 --> 0.01 cpd15192_c0 + 0.01 cpd15246_c0	Ceramide-2 Phytosphingosine:n-C26:0)_c0 + 0.01 Phosphatidyl 1D myo inositol  yeast specific C4140H7644O1300P100 --> 0.01 1,2-Diacylglycerol, yeast-specific_c0 + 0.01 Inositol phosphorylceramide, ceramide-2 (26C), yeast-specific_c0		gene_8702		4	0.006134262526605043
rxn09590_c0	mannose-(inositol-P)2-ceramide synthase (ceramide-2, 24C), yeast-specific	c0	<=>	-1000.0	1000.0	0.01 cpd11822_c0 + 0.01 cpd15262_c0 <=> 0.01 cpd15192_c0 + 0.01 cpd15256_c0	0.01 1-Phosphatidyl-myo-inositol_c0 + 0.01 mannose-inositol phosphorylceramide, ceramide-2 (26C), yeast-specific_c0 <=> 0.01 1,2-Diacylglycerol, yeast-specific_c0 + 0.01 mannose-(inositol-P)2-ceramide, ceramide-2 (26C), yeast-specific_c0		NP_010357.3		4	0.006134262526605043
rxn09601_c0	Ceramide-3 synthase (24C)_c0	c0	=>	0.0	999999.0	cpd00005_c0 + cpd00007_c0 + cpd00067_c0 + cpd15224_c0 --> cpd00001_c0 + cpd00006_c0 + cpd15226_c0	NADPH_c0 + O2_c0 + H+_c0 + Ceramide-2 Phytosphingosine:n-C24:0)_c0 --> H2O_c0 + NADP_c0 + Ceramide-3 Phytosphingosine:n-C24:0OH)_c0		gene_31		7	0.006088484448048291
rxn09589_c0	mannose-(inositol-P)2-ceramide synthase (ceramide-3, 24C), yeast specific	c0	<=>	-1000.0	1000.0	0.01 cpd11822_c0 + 0.01 cpd15263_c0 <=> 0.01 cpd15192_c0 + 0.01 cpd15257_c0	0.01 1-Phosphatidyl-myo-inositol_c0 + 0.01 mannose-inositol phosphorylceramide, ceramide-3 (24C), yeast-specific_c0 <=> 0.01 1,2-Diacylglycerol, yeast-specific_c0 + 0.01 mannose-(inositol-P)2-ceramide, ceramide-3 (24C), yeast-specific_c0		NP_010357.3		4	0.006088484448048291
