rxn_id	name	compartment	direction	lower_bound	upper_bound	equation_cpd	equation_name	ec_number	gpr	subsystem	n_metabolites	flux
rxn03390_m0	R04982_m0	m0	=>	0.0	999999.0	cpd00007_m0 + cpd03439_m0 --> cpd00001_m0 + cpd03440_m0	O2_m0 + 2-Hexaprenyl-6-methoxyphenol_m0 --> H2O_m0 + 2-Hexaprenyl-6-methoxy-1,4-benzoquinone_m0		gene_3869 or gene_12639 or gene_11580 or gene_11038 or gene_9719 or gene_2152 or gene_12934		4	4.577807855674945e-05
rxn03391_m0	R04983_m0	m0	=>	0.0	999999.0	cpd00017_m0 + cpd03440_m0 --> cpd00019_m0 + cpd00067_m0 + cpd03441_m0	S-Adenosyl-L-methionine_m0 + 2-Hexaprenyl-6-methoxy-1,4-benzoquinone_m0 --> S-Adenosyl-homocysteine_m0 + H+_m0 + 2-Hexaprenyl-3-methyl-6-methoxy-1,4-benzoquinone_m0		gene_3869 or gene_12639 or gene_11580 or gene_11038 or gene_9719 or gene_2152 or gene_12934		5	4.577807855674945e-05
rxn13208_m0	4-hydroxybenzoate formation_m0	m0	=>	0.0	999999.0	cpd00001_m0 + cpd16876_m0 --> cpd00010_m0 + cpd00067_m0 + cpd00136_m0	H2O_m0 + 4-hydroxybenoyl-CoA_m0 --> CoA_m0 + H+_m0 + 4-Hydroxybenzoate_m0				5	4.577807855674945e-05
rxn03894_m0	rxn03894 [R05616] (Hydroxybenzoate octaprenyltransferase mitochondrial)	m0	=>	0.0	1000.0	cpd00136_m0 + cpd00906_m0 --> cpd00012_m0 + cpd00067_m0 + cpd09429_m0	4-Hydroxybenzoate_m0 + all-trans-Hexaprenyl diphosphate_m0 --> PPi_m0 + H+_m0 + 				5	4.577807855674945e-05
rxn01182_m0	4-Coumarate:CoA ligase (AMP-forming)_m0	m0	=>	0.0	999999.0	cpd00002_m0 + cpd00010_m0 + cpd00604_m0 --> cpd00012_m0 + cpd00018_m0 + cpd00192_m0	ATP_m0 + CoA_m0 + 4-Coumarate_m0 --> PPi_m0 + AMP_m0 + 4-Coumaroyl-CoA_m0				6	4.577807855674945e-05
rxn13400_m0	3-(4-hydroxyphenyl)lactate hydro-lyase (4-coumarate-forming)_m0	m0	=>	0.0	999999.0	cpd02305_m0 --> cpd00001_m0 + cpd00604_m0	HPL_m0 --> H2O_m0 + 4-Coumarate_m0				3	4.577807855674945e-05
rxn13207_m0	4-hydroxybenzoyl-CoA formation_m0	m0	=>	0.0	999999.0	cpd00001_m0 + cpd00003_m0 + cpd00010_m0 + cpd00192_m0 --> cpd00004_m0 + cpd00022_m0 + cpd00067_m0 + cpd16876_m0	H2O_m0 + NAD_m0 + CoA_m0 + 4-Coumaroyl-CoA_m0 --> NADH_m0 + Acetyl-CoA_m0 + H+_m0 + 4-hydroxybenoyl-CoA_m0				8	4.577807855674945e-05
rxn13187_m0	2-hexaprenyl-3-methyl-6-methoxy-1,4-benzoquinone monooxygenase, mitochondrial_m0	m0	=>	0.0	999999.0	0.5 cpd00007_m0 + cpd03441_m0 --> cpd03442_m0	0.5 O2_m0 + 2-Hexaprenyl-3-methyl-6-methoxy-1,4-benzoquinone_m0 --> 2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone_m0		gene_3869 or gene_12639 or gene_11580 or gene_11038 or gene_9719 or gene_2152 or gene_12934		3	4.577807855674945e-05
rxn30328_m0	3-(4-hydroxyphenyl-)lactate formation_m0	m0	=>	0.0	999999.0	cpd00004_m0 + cpd00067_m0 + cpd00868_m0 --> cpd00003_m0 + cpd02305_m0	NADH_m0 + H+_m0 + p-hydroxyphenylpyruvate_m0 --> NAD_m0 + HPL_m0				5	4.577807855674945e-05
rxn13204_m0	 3-Hexaprenyl-4,5-dihydroxybenzoate hydroxylase, mitochondrial	m0	=>	0.0	1000.0	0.5 cpd00007_m0 + cpd09429_m0 --> cpd03092_m0	0.5 O2_m0 +  --> 3-Hexaprenyl-4,5-dihydroxybenzoate_m0				3	4.577807855674945e-05
rxn03892_m0	R05613_m0	m0	=>	0.0	999999.0	cpd00113_m0 + cpd02591_m0 --> cpd00012_m0 + cpd00906_m0	Isopentenyldiphosphate_m0 + pendp_m0 --> PPi_m0 + all-trans-Hexaprenyl diphosphate_m0		gene_11727		4	4.5778078556749445e-05
rxn13186_m0	S-adenosyl-L-methionine:2-hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone 3-O-methyltransferase_m0	m0	=>	0.0	999999.0	cpd00017_m0 + cpd03442_m0 --> cpd00019_m0 + cpd00067_m0 + cpd15290_m0	S-Adenosyl-L-methionine_m0 + 2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone_m0 --> S-Adenosyl-homocysteine_m0 + H+_m0 + Ubiquinone-6_m0		gene_3869 or gene_12639 or gene_11580 or gene_11038 or gene_9719 or gene_2152 or gene_12934		5	4.5778078556749445e-05
rxn05287_c0	geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase_c0	c0	=>	0.0	999999.0	cpd00113_c0 + cpd00289_c0 --> cpd00012_c0 + cpd02591_c0	Isopentenyldiphosphate_c0 + Geranylgeranyl diphosphate_c0 --> PPi_c0 + pendp_c0				4	4.5778078556749445e-05
rxn13376_c0	all-trans-Pentaprenyl diphosphate transport, mitochondrial_m0	c0;m0	<=>	-999999.0	999999.0	cpd02591_c0 <=> cpd02591_m0	pendp_c0 <=> pendp_m0				2	4.5778078556749445e-05
rxn01486_c0	trans,trans-Farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase_c0	c0	=>	0.0	999999.0	cpd00113_c0 + cpd00350_c0 --> cpd00012_c0 + cpd00289_c0	Isopentenyldiphosphate_c0 + Farnesyldiphosphate_c0 --> PPi_c0 + Geranylgeranyl diphosphate_c0		gene_367		4	4.5778078556749445e-05
rxn01265_c0	Nicotinate D-ribonucleotide:diphosphate phosphoribosyltransferase_c0	c0	=>	0.0	999999.0	cpd00067_c0 + cpd00103_c0 + cpd00218_c0 --> cpd00012_c0 + cpd00873_c0	H+_c0 + PRPP_c0 + Niacin_c0 --> PPi_c0 + Nicotinate ribonucleotide_c0		gene_6824		5	4.577807855670894e-05
rxn27029_c0	 [RXNQT-4300.c]	c0	=>	0.0	1000.0	cpd00003_c0 + cpd00033_c0 + cpd00084_c0 --> 3.0 cpd00001_c0 + cpd00035_c0 + cpd00133_c0 + cpd26630_c0	NAD_c0 + Glycine_c0 + L-Cysteine_c0 --> 3.0 H2O_c0 + L-Alanine_c0 + Nicotinamide_c0 + 				7	4.577807855670892e-05
rxn23042_c0	 thiamine-phosphate diphosphorylase (thiamine phosphate synthase)	c0	=>	0.0	1000.0	2.0 cpd00067_c0 + cpd02894_c0 + cpd21480_c0 --> cpd00011_c0 + cpd00012_c0 + cpd00793_c0	2.0 H+_c0 + 4-Amino-2-methyl-5-diphosphomethylpyrimidine_c0 +  --> CO2_c0 + PPi_c0 + Thiamine phosphate_c0				6	4.577807855670892e-05
rxn03108_c0	ATP:4-amino-2-methyl-5-phosphomethylpyrimidine phosphotransferase_c0	c0	=>	0.0	999999.0	cpd00002_c0 + cpd02775_c0 --> cpd00008_c0 + cpd02894_c0	ATP_c0 + 4-Amino-5-phosphomethyl-2-methylpyrimidine_c0 --> ADP_c0 + 4-Amino-2-methyl-5-diphosphomethylpyrimidine_c0		YOL055C or YPL258C		4	4.577807855670892e-05
rxn00938_c0	Nicotinamide amidohydrolase_c0	c0	<=>	-999999.0	999999.0	cpd00001_c0 + cpd00133_c0 <=> cpd00013_c0 + cpd00218_c0	H2O_c0 + Nicotinamide_c0 <=> NH3_c0 + Niacin_c0		gene_9922		4	4.577807855670892e-05
rxn40448_c0	NUDIX 	c0	<=>	-1000.0	1000.0	cpd00001_c0 + cpd26630_c0 <=> cpd00018_c0 + 2.0 cpd00067_c0 + cpd21480_c0	H2O_c0 +  <=> AMP_c0 + 2.0 H+_c0 + 				5	4.577807855670892e-05
rxn13332_c0	Isopentenyl diphosphate transport, mitochondrial_m0	c0;m0	<=>	-999999.0	999999.0	cpd00113_c0 <=> cpd00113_m0	Isopentenyldiphosphate_c0 <=> Isopentenyldiphosphate_m0				2	4.5778078556704335e-05
rxn12510_c0	ATP:pantothenate 4'-phosphotransferase_c0	c0	=>	0.0	999999.0	cpd00002_c0 + cpd00644_c0 --> cpd00008_c0 + cpd00067_c0 + cpd02201_c0	ATP_c0 + PAN_c0 --> ADP_c0 + H+_c0 + 4-phosphopantothenate_c0		gene_1066		5	4.577807855657433e-05
rxn02341_c0	N-[(R)-4'-Phosphopantothenoyl]-L-cysteine carboxy-lyase_c0	c0	=>	0.0	999999.0	cpd00067_c0 + cpd02666_c0 --> cpd00011_c0 + cpd00834_c0	H+_c0 + (R)-4'-Phosphopantothenoyl-L-cysteine_c0 --> CO2_c0 + Phosphopantetheine_c0				4	4.5778078556574326e-05
rxn12512_c0	phosphopantothenate---cysteine ligase (ATP) 	c0	=>	0.0	1000.0	cpd00002_c0 + cpd00084_c0 + cpd02201_c0 --> cpd00012_c0 + cpd00018_c0 + 2.0 cpd00067_c0 + cpd02666_c0	ATP_c0 + L-Cysteine_c0 + 4-phosphopantothenate_c0 --> PPi_c0 + AMP_c0 + 2.0 H+_c0 + (R)-4'-Phosphopantothenoyl-L-cysteine_c0				7	4.5778078556574326e-05
rxn00006_c0	hydrogen-peroxide:hydrogen-peroxide oxidoreductase_c0	c0	=>	0.0	1000.0	2 cpd00025_c0 --> 2 cpd00001_c0 + cpd00007_c0	2 H2O2_c0 --> 2 H2O_c0 + O2_c0		gene_12385		3	3.433355891746441e-05
ERGSTter_c0	ergosterol endoplasmic reticular transport_g0	c0;r0	<=>	-999999.0	999999.0	cpd01170_r0 <=> cpd01170_c0	Ergosterol_r0 <=> Ergosterol_c0				2	2.2889039278377037e-05
rxn13375_c0	phosphatidylcholine-diacylglycerol acyltransferase_c0	c0	=>	0.0	999999.0	cpd11624_c0 + cpd15192_c0 --> cpd11677_c0 + cpd16871_c0	Lecithin_c0 + 1,2-Diacylglycerol, yeast-specific_c0 --> Triglyceride_c0 + 1-Acyl-sn-glycerol-3-phosphocholine, yeast-specific_c0		gene_4234		4	2.2889039278377037e-05
rxn02304_m0	protoporphyrinogen-IX:oxygen oxidoreductase_m0	m0	=>	0.0	999999.0	3 cpd00007_m0 + 2 cpd00791_m0 --> 6 cpd00001_m0 + 2 cpd01476_m0	3 O2_m0 + 2 ProtoporphyrinogenIX_m0 --> 6 H2O_m0 + 2 Protoporphyrin_m0		gene_5504		4	2.2889039278377033e-05
rxn03913_r0	ergosterol:NADP+ Delta24(24(1))-oxidoreductase_r0	r0	=>	0.0	999999.0	cpd00005_r0 + cpd00067_r0 + cpd03223_r0 --> cpd00006_r0 + cpd01170_r0	NADPH_r0 + H+_r0 + 5,7,22,24(28)-Ergostatetraenol_r0 --> NADP_r0 + Ergosterol_r0		gene_646		5	2.2889039278377033e-05
rxn09645_c0	Ergosta-5,6,22,24,(28)-tetraen-3beta-ol endoplamic reticular transport_g0	c0;r0	<=>	-999999.0	999999.0	cpd03223_c0 <=> cpd03223_r0	5,7,22,24(28)-Ergostatetraenol_c0 <=> 5,7,22,24(28)-Ergostatetraenol_r0				2	2.2889039278377033e-05
rxn07328_c0	R07497_c0	c0	=>	0.0	999999.0	cpd02755_c0 --> cpd14514_c0	Fecosterol_c0 --> Episterol_c0		gene_4664		2	2.288903927837703e-05
rxn09619_c0	cholestenol delta-isomerase, lumped reaction_c0	c0	=>	0.0	999999.0	cpd00007_c0 + cpd00017_c0 + cpd03221_c0 --> 2 cpd00001_c0 + cpd00019_c0 + cpd00067_c0 + cpd03223_c0	O2_c0 + S-Adenosyl-L-methionine_c0 + Zymosterol_c0 --> 2 H2O_c0 + S-Adenosyl-homocysteine_c0 + H+_c0 + 5,7,22,24(28)-Ergostatetraenol_c0				7	2.288903927837703e-05
rxn03063_c0	S-Adenosyl-L-methionine:zymosterol C-methyltransferase_c0	c0	=>	0.0	999999.0	cpd00017_c0 + cpd03221_c0 --> cpd00019_c0 + cpd00067_c0 + cpd02755_c0	S-Adenosyl-L-methionine_c0 + Zymosterol_c0 --> S-Adenosyl-homocysteine_c0 + H+_c0 + Fecosterol_c0		gene_9005		5	2.288903927837703e-05
