rxn_id	name	old_gpr	new_gpr	kept_gene_count	mapped_from_ch63r	unmapped_ch63r_removed	foreign_tokens_removed	curated_ch63r_from_excel	foreign_tokens_in_gpr	weak_matches_used
rxn01343_c0	ATP:Sedoheptulose 7-phosphate 1-phosphotransferase_c0	(gene_7620 and gene_3381) or (gene_1656 and gene_493 and gene_6941 and gene_11482 and gene_12317 and gene_12883 and gene_776 and gene_1973 and gene_12617 and (gene_3832 or gene_7552) and gene_7620 and gene_10960 and gene_9798 and gene_8056 and gene_8841 and gene_2576 and gene_3381 and (gene_8267 or gene_4001) and gene_3400 and gene_5312 and gene_6348 and gene_11109 and gene_10106 and gene_7620 and gene_12883 and gene_9816 and gene_2817 and gene_2763 and gene_2337 and gene_6010 and gene_3780 and gene_4705 and gene_8146 and gene_8778 and gene_12961 and gene_5836 and gene_117 and gene_12243 and gene_6914 and gene_3381 and gene_3801 and gene_8193 and gene_12624 and gene_2914 and gene_3033 and gene_340 and gene_8339)	gene_7620 or gene_3381 or gene_1656 or gene_493 or gene_6941 or gene_11482 or gene_12317 or gene_12883 or gene_776 or gene_1973 or gene_12617 or gene_3832 or gene_7552 or gene_10960 or gene_9798 or gene_8056 or gene_8841 or gene_2576 or gene_8267 or gene_4001 or gene_3400 or gene_5312 or gene_6348 or gene_11109 or gene_10106 or gene_9816 or gene_2817 or gene_2763 or gene_2337 or gene_6010 or gene_3780 or gene_4705 or gene_8146 or gene_8778 or gene_12961 or gene_5836 or gene_117 or gene_12243 or gene_6914 or gene_3801 or gene_8193 or gene_12624 or gene_2914 or gene_3033 or gene_340 or gene_8339	51	0	0	0			
rxn01476_c0	6-Phospho-D-glucono-1,5-lactone lactonohydrolase_c0	(gene_4365 and gene_4017) or (gene_12627 and gene_12627 and gene_4365 and gene_4017 and gene_4365)	gene_4365 or gene_4017 or gene_12627	7	0	0	0			
rxn01618_c0	(S)-Lactaldehyde:NADP+ oxidoreductase_c0	gene_12711 and gene_356 and gene_4021 and gene_2865 and gene_7744 and gene_11124	gene_12711 or gene_356 or gene_4021 or gene_2865 or gene_7744 or gene_11124	6	0	0	0			
rxn01851_m0	Aminobutyraldehyde dehydrogenase	gene_5820 and gene_3513 and gene_12607 and gene_12607 and gene_7676 and gene_3583	gene_5820 or gene_3513 or gene_12607 or gene_7676 or gene_3583	6	0	0	0			
rxn02004_c0	Trehalose-6-phosphate phosphohydrolase_c0	gene_10094 and gene_467 and gene_9268 and gene_10094 and gene_7984	gene_10094 or gene_467 or gene_9268 or gene_7984	5	0	0	0			
rxn03956_c0	3-Methylbutanol:NADP oxidoreductase_c0	gene_8488 and gene_10551 and gene_11353	gene_8488 or gene_10551 or gene_11353	3	0	0	0			
rxn05232_c0	2'-Deoxyadenosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase_c0	gene_47 or gene_47 or (gene_9547 and gene_2076) or (gene_10209 and gene_2076 and gene_9547 and gene_9547 and gene_47 and gene_2076 and gene_47)	gene_47 or gene_9547 or gene_2076 or gene_10209	11	0	0	0			
rxn05236_c0	2'-Deoxyuridine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase_c0	gene_47 or gene_47 or (gene_9547 and gene_2076) or (gene_10209 and gene_9547 and gene_9547 and gene_47 and gene_2076 and gene_2076 and gene_47)	gene_47 or gene_9547 or gene_2076 or gene_10209	11	0	0	0			
rxn05289_c0	NADPH:oxidized-thioredoxin oxidoreductase_c0	gene_47 or gene_47 or (gene_47 and gene_47) or (gene_47 and gene_47) or gene_47 or (gene_47 and gene_47 and gene_10956 and gene_10956)	gene_47 or gene_10956	11	0	0	0			
rxn08633_m0	CustomReaction_m0	gene_6768 and gene_10093	gene_6768 or gene_10093	2	0	0	0			
rxn09397_c0	CustomReaction_c0	gene_10234 and gene_8289 and gene_8289 and gene_10234	gene_10234 or gene_8289	4	0	0	0			
rxn09399_c0	CustomReaction_c0	gene_516 or (gene_516 and gene_516)	gene_516	3	0	0	0			
rxn09400_c0	CustomReaction_c0	gene_2303 and gene_10353 and gene_12797 and gene_10344 and gene_10353 and gene_8997 and gene_5001 and gene_3539 and gene_2897 and gene_2079 and gene_5561 and gene_3401 and gene_4937 and gene_3298 and gene_7786 and gene_10989 and gene_12844	gene_2303 or gene_10353 or gene_12797 or gene_10344 or gene_8997 or gene_5001 or gene_3539 or gene_2897 or gene_2079 or gene_5561 or gene_3401 or gene_4937 or gene_3298 or gene_7786 or gene_10989 or gene_12844	17	0	0	0			
rxn09730_m0	CustomReaction_m0	gene_1165 and gene_7017	gene_1165 or gene_7017	2	0	0	0			
rxn09753_c0	CustomReaction_c0	gene_364 and gene_1870 and gene_8693 and gene_2716	gene_364 or gene_1870 or gene_8693 or gene_2716	4	0	0	0			
rxn09882_m0	aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)	(gene_7676 and gene_3513 and gene_3583 and gene_12607 and gene_5820 and gene_12607) or (gene_3513 and gene_7676 and gene_10727 and gene_12607 and gene_5820 and gene_3513 and gene_3583 and gene_12607 and gene_12607 and gene_3583 and gene_5820)	gene_7676 or gene_3513 or gene_3583 or gene_12607 or gene_5820 or gene_10727	17	0	0	0			
rxn12777_m0	CustomReaction_m0	(gene_7657 and gene_7657) or (gene_1343 and gene_12238 and gene_7657 and gene_42 and gene_7657 and gene_7657)	gene_7657 or gene_1343 or gene_12238 or gene_42	8	0	0	0			
rxn13222_m0	CustomReaction_m0	(gene_10551 and gene_11353) or (gene_11353 and gene_10551 and gene_11353 and gene_391 and gene_10551)	gene_10551 or gene_11353 or gene_391	7	0	0	0			
rxn13224_m0	CustomReaction_m0	gene_11062 or gene_11062 or gene_11062 or gene_11062 or (gene_2904 and gene_10551 and gene_9877 and gene_11062 and gene_4844 and gene_8783 and gene_11353 and gene_10611)	gene_11062 or gene_2904 or gene_10551 or gene_9877 or gene_4844 or gene_8783 or gene_11353 or gene_10611	12	0	0	0			
rxn13225_c0	aldehyde dehydrogenase (isobutyl alcohol, NADP)_c0	gene_11353 and gene_10551 and gene_8488	gene_11353 or gene_10551 or gene_8488	3	0	0	0			
rxn13300_c0	CustomReaction_c0	gene_8289 and gene_10234 and gene_10234 and gene_8289	gene_8289 or gene_10234	4	0	0	0			
rxn18921_x0	CustomReaction_x0	gene_8831 or (gene_8831 and gene_8831)	gene_8831	3	0	0	0			
rxn19316_m0	CustomReaction_m0	(gene_4823 and gene_954 and gene_4823) or (gene_8677 and gene_4823 and gene_4823 and gene_8677 and gene_954 and gene_4823 and gene_2727 and gene_954)	gene_4823 or gene_954 or gene_8677 or gene_2727	11	0	0	0			
rxn20162_c0	acetyl-CoA:glyoxylate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)_c0	(gene_2406 and gene_2406 and gene_4519 and gene_5781) or (gene_2406 and gene_8346 and gene_4519 and gene_4519 and gene_2406 and gene_5781 and gene_1507 and gene_2406 and gene_7298 and gene_5781)	gene_2406 or gene_4519 or gene_5781 or gene_8346 or gene_1507 or gene_7298	14	0	0	0			
rxn28352_m0	CustomReaction_m0	gene_11062 or (gene_10551 and gene_11790 and gene_11353 and gene_8783 and gene_9877 and gene_3264 and gene_11062 and gene_4844 and gene_2904 and gene_10611)	gene_11062 or gene_10551 or gene_11790 or gene_11353 or gene_8783 or gene_9877 or gene_3264 or gene_4844 or gene_2904 or gene_10611	11	0	0	0			
rxn30081_m0	CustomReaction_m0	(gene_3939 and gene_3939) or (gene_3939 and gene_3939 and gene_3939)	gene_3939	5	1	0	0	CH63R_04276		
rxn30381_c0	sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase_c0	gene_9499 or (gene_9499 and gene_9499 and gene_7012)	gene_9499 or gene_7012	4	0	0	0			
rxn30674_c0	(S)-malate hydro-lyase (fumarate-forming)_c0	(gene_9437 and gene_4086) or (gene_4086 and gene_9437 and gene_4086)	gene_9437 or gene_4086	5	0	0	0			
rxn32754_c0	D-mannose 6-phosphate 1,6-phosphomutase_c0	(gene_1247 and gene_1839) or (gene_10016 and gene_1839 and gene_1247 and gene_1247)	gene_1247 or gene_1839 or gene_10016	6	0	0	0			
rxn35242_c0	ATP:pyruvate 2-O-phosphotransferase_c0	(gene_11925 and gene_11925) or (gene_11925 and gene_11925 and gene_11925)	gene_11925	5	0	0	0			
frxn35348_m0	ubiquinol-cytochrome c oxidoreductase Complex III	(gene_5298 and gene_9484 and gene_10373 and gene_5298 and gene_8583 and gene_9484 and gene_9484 and gene_5298 and gene_4339 and gene_5298 and gene_12242) or (gene_5298 and gene_9484 and gene_8583 and gene_4339 and gene_10373 and gene_5298 and gene_5298 and gene_9484 and gene_9484 and gene_12242 and gene_5298)	gene_5298 or gene_9484 or gene_10373 or gene_8583 or gene_4339 or gene_12242	22	0	0	0			
rxn35347_m0	cytochrome c oxidase Complex IV	(gene_8032 and gene_8058 and gene_8058 and gene_8058 and gene_8032 and gene_8058 and gene_8032 and gene_8032 and gene_8058 and gene_8032) or (gene_8058 and gene_8058 and gene_8058 and gene_8058 and gene_8032 and gene_8032 and gene_8032 and gene_8032 and gene_8032 and gene_8058) or (gene_8032 and gene_8032 and gene_8032 and gene_8058 and gene_8058 and gene_8032 and gene_8058 and gene_8032 and gene_8032 and gene_8032 and gene_8032 and gene_8032 and gene_8058 and gene_8058 and gene_8058 and gene_8058 and gene_8058 and gene_8032 and gene_8058 and gene_8058) or (gene_8058 and gene_8058 and gene_8058 and gene_8058 and gene_8058 and gene_8032 and gene_8032 and gene_8058 and gene_8058 and gene_8058 and gene_8032 and gene_8032 and gene_8032 and gene_8058 and gene_8032 and gene_8032 and gene_8032 and gene_8058 and gene_8032 and gene_8032 and gene_8032 and gene_8058 and gene_8058 and gene_8032 and gene_8032 and gene_8058 and gene_8032 and gene_8058 and gene_8058 and gene_8058 and gene_8032 and gene_8058 and gene_8058 and gene_8032 and gene_8032 and gene_8058 and gene_8032 and gene_8032 and gene_8058 and gene_8032)	gene_8032 or gene_8058	80	0	0	0			
rxn00145_m0	(S)-Lactate:ferricytochrome-c 2-oxidoreductase	gene_8616 or gene_8616 or (gene_8616 and gene_8616) or (gene_6190 and gene_8519 and gene_3210 and gene_3121 and gene_12885 and gene_5176 and gene_5176 and gene_8519 and gene_8616 and gene_12402 and gene_8616)	gene_8616 or gene_6190 or gene_8519 or gene_3210 or gene_3121 or gene_12885 or gene_5176 or gene_12402	15	0	0	0			
